# 
# FILTER  = 'clear'                                                             
# EXPTIME = 820                                                                 
# OBJECT  = 'PTF15kb'                                                           
# TARGNAME= 'PTF15af_S2'                                                        
# ROTPOSN = 139.99810                                                           
# DICHNAME= 560                                                                 
# GRISNAME= '400/3400'                                                          
# BLUFILT = 'clear'                                                             
# SLITNAME= 'long_1.0'                                                          
# INSTRUME= 'LRIS+LRISBLUE'      /                                                
# TELESCOP= 'Keck I'                                                            
# UTC     = '07:16:37.59'                                                       
# MJD-OBS = 57104.303213                                                        
# AZ      = -37.2990070000                                                      
# EL      = 87.3839800000                                                       
# RA      = '08:48:28.87'                                                       
# DEC     = '+22:03:24.7'                                                       
# EQUINOX = 2000.0000                                                           
# AIRMASS = 1.00104120000                                                       
# SUNELEV = -41.630958                                                          
# MOONELEV= -1.6826475                                                          
# MOONDIST= 86.219415                                                           
# SLITPA  = 229.998                                                             
# DATE_BEG= '2015-03-23T07:16:37'                                               
# DATE_END= '2015-03-23T07:30:17'                                               
# YEXTRACT= 68.8039                                                             
# APRAD   = 2.00000                                                             
# APSHARP = 6                                                                   
# NSATURAT=                    0 /                                                
# NWAV    =                 5163 /                                                
# BAKDIST = 3.50000                                                             
# BAKWIDTH= 8.00000                                                             
# INFILE0 = 'spredux/ceszfpr150323_0090r.spec' /                                  
# TOTALEXP= 820.000                                                             
# BLUEXPTM=              820.000 /                                                
# BLUBIN  = '2,2     '           /                                                
# BLUAPRAD=              2.00000 /                                                
# BLUBKDST=              3.50000 /                                                
# BLUARCF =                    0 /                                                
# BLUCWAV =        3612.31430000 /                                                
# BLUDISP =              2.18000 /                                                
# BLUFCAL1= 'spredux/eszfpb150323_0087r.spec' /                                   
# BLUFCAL2= 'spredux/eszfpb150323_0088r.spec' /                                   
# BLUFAIR1=              1.40040 /                                                
# BLUFAIR2=              1.40484 /                                                
# BLUFNAM1= 'G191-B2B'           /                                                
# BLUFNAM2= 'G191-B2B'           /                                                
# INCFILE1= 'spredux/vcPTF15af_r400-8500.spec' /                                  
# RESCALE1=        1.16709945200 /                                                
# WAVOVER1= '5600.5093-5719.2871' /                                               
# ATCHWAV1=        5620.30859375 /                                                
# REDEXPTM=              800.000 /                                                
# REDBIN  = '2,1     '           /                                                
# REDAPRAD=              2.00000 /                                                
# REDBKDST=              3.50000 /                                                
# REDARCF =                    0 /                                                
# REDCWAV =        7888.48360000 /                                                
# REDDISP =              1.16000 /                                                
# REDFCAL1= 'spredux/eszfpr150323_0084r.spec' /                                   
# REDFCAL2= 'spredux/eszfpr150323_0085r.spec' /                                   
# REDFAIR1=              1.40105 /                                                
# REDFAIR2=              1.40671 /                                                
# REDFNAM1= 'G191-B2B'           /                                                
# REDFNAM2= 'G191-B2B'           /                                                
#                    0                                                            
# REDFILT = 'Clear   '           /                                                
# WAVELEN =        7829.41410000 /                                                
# END                                                                             
# wavelength     flux         sky_flux     flux_unc     xpixel  ypixel  response
  4886.6074  1.27535e-16  2.95479e-17  2.65356e-18  1614       71.608  2.32063e+16
  4888.8101  1.23689e-16  2.95631e-17  2.62184e-18  1615       71.613  2.32049e+16
  4891.0132  1.25135e-16  2.96619e-17  2.63481e-18  1616       71.618  2.32032e+16
  4893.2163  1.24145e-16  2.97163e-17  2.62712e-18  1617       71.623  2.32014e+16
  4895.4194  1.30705e-16  3.05707e-17  2.68834e-18  1618       71.628  2.31993e+16
  4897.6226  1.29858e-16  3.06056e-17  2.68185e-18  1619       71.633  2.31970e+16
  4899.8257  1.33483e-16  3.14698e-17  2.71842e-18  1620       71.638  2.31945e+16
  4902.0288  1.30052e-16  3.00926e-17  2.67955e-18  1621       71.643  2.31919e+16
  4904.2324  1.27444e-16  3.00906e-17  2.65830e-18  1622       71.648  2.31890e+16
  4906.4355  1.32207e-16  2.98946e-17  2.69586e-18  1623       71.652  2.31859e+16
  4908.6387  1.31730e-16  3.03128e-17  2.69557e-18  1624       71.657  2.31827e+16
  4910.8423  1.33734e-16  2.96416e-17  2.70659e-18  1625       71.662  2.31793e+16
  4913.0454  1.30010e-16  3.05999e-17  2.68431e-18  1626       71.667  2.31757e+16
  4915.2490  1.32087e-16  3.09338e-17  2.70415e-18  1627       71.672  2.31720e+16
  4917.4526  1.33523e-16  2.97985e-17  2.70683e-18  1628       71.677  2.31681e+16
  4919.6558  1.33804e-16  2.88810e-17  2.70191e-18  1629       71.682  2.31640e+16
  4921.8594  1.42622e-16  2.94126e-17  2.77703e-18  1630       71.687  2.31598e+16
  4924.0630  1.42389e-16  2.90679e-17  2.77273e-18  1631       71.692  2.31554e+16
  4926.2666  1.38699e-16  3.08728e-17  2.75805e-18  1632       71.697  2.31509e+16
  4928.4702  1.37952e-16  3.04245e-17  2.74879e-18  1633       71.702  2.31463e+16
  4930.6743  1.40735e-16  2.98774e-17  2.76689e-18  1634       71.707  2.31416e+16
  4932.8779  1.41906e-16  3.04976e-17  2.78136e-18  1635       71.712  2.31367e+16
  4935.0815  1.41819e-16  3.03633e-17  2.77992e-18  1636       71.716  2.31317e+16
  4937.2852  1.47446e-16  3.06458e-17  2.82655e-18  1637       71.721  2.31267e+16
  4939.4893  1.42603e-16  3.03100e-17  2.78631e-18  1638       71.726  2.31215e+16
  4941.6929  1.41017e-16  2.90538e-17  2.76413e-18  1639       71.731  2.31162e+16
  4943.8970  1.36612e-16  2.93258e-17  2.73139e-18  1640       71.736  2.31109e+16
  4946.1006  1.39681e-16  3.05030e-17  2.76569e-18  1641       71.741  2.31055e+16
  4948.3047  1.39420e-16  3.07422e-17  2.76585e-18  1642       71.746  2.31000e+16
  4950.5088  1.45349e-16  3.13496e-17  2.81770e-18  1643       71.751  2.30944e+16
  4952.7129  1.44769e-16  3.17319e-17  2.81651e-18  1644       71.756  2.30888e+16
  4954.9170  1.46257e-16  3.01686e-17  2.81628e-18  1645       71.761  2.30831e+16
  4957.1206  1.43318e-16  3.01948e-17  2.79376e-18  1646       71.766  2.30774e+16
  4959.3247  1.45269e-16  3.02146e-17  2.80962e-18  1647       71.771  2.30716e+16
  4961.5293  1.46360e-16  2.99013e-17  2.81606e-18  1648       71.775  2.30659e+16
  4963.7334  1.47747e-16  3.14576e-17  2.83936e-18  1649       71.780  2.30600e+16
  4965.9375  1.46241e-16  3.11479e-17  2.82560e-18  1650       71.785  2.30542e+16
  4968.1416  1.45460e-16  3.11599e-17  2.81995e-18  1651       71.790  2.30484e+16
  4970.3457  1.51089e-16  3.03942e-17  2.85809e-18  1652       71.795  2.30425e+16
  4972.5503  1.46460e-16  3.14667e-17  2.83089e-18  1653       71.800  2.30367e+16
  4974.7544  1.52025e-16  3.25718e-17  2.88276e-18  1654       71.805  2.30309e+16
  4976.9585  1.54490e-16  3.09000e-17  2.88920e-18  1655       71.810  2.30250e+16
  4979.1631  1.52984e-16  3.05068e-17  2.87502e-18  1656       71.815  2.30192e+16
  4981.3672  1.51459e-16  2.99388e-17  2.85927e-18  1657       71.820  2.30135e+16
  4983.5718  1.53744e-16  3.05836e-17  2.88217e-18  1658       71.825  2.30077e+16
  4985.7759  1.57966e-16  2.96217e-17  2.90742e-18  1659       71.829  2.30020e+16
  4987.9805  1.55998e-16  3.13013e-17  2.90559e-18  1660       71.834  2.29964e+16
  4990.1851  1.54244e-16  3.13454e-17  2.89291e-18  1661       71.839  2.29908e+16
  4992.3896  1.53667e-16  3.10364e-17  2.88649e-18  1662       71.844  2.29852e+16
  4994.5938  1.50071e-16  3.15530e-17  2.86316e-18  1663       71.849  2.29798e+16
  4996.7983  1.47899e-16  3.21755e-17  2.85151e-18  1664       71.854  2.29743e+16
  4999.0029  1.53671e-16  3.12882e-17  2.88950e-18  1665       71.859  2.29690e+16
  5001.2075  1.45820e-16  3.07747e-17  2.82506e-18  1666       71.864  2.29637e+16
  5003.4121  1.50561e-16  3.04710e-17  2.85993e-18  1667       71.868  2.29585e+16
  5005.6167  1.46254e-16  3.02699e-17  2.82515e-18  1668       71.873  2.29534e+16
  5007.8213  1.44656e-16  2.99524e-17  2.81042e-18  1669       71.878  2.29484e+16
  5010.0259  1.42242e-16  3.01611e-17  2.79330e-18  1670       71.883  2.29435e+16
  5012.2305  1.44401e-16  3.02671e-17  2.81150e-18  1671       71.888  2.29387e+16
  5014.4351  1.42208e-16  3.06153e-17  2.79721e-18  1672       71.893  2.29340e+16
  5016.6401  1.38704e-16  2.95331e-17  2.76092e-18  1673       71.898  2.29294e+16
  5018.8447  1.46265e-16  2.94406e-17  2.82052e-18  1674       71.903  2.29249e+16
  5021.0493  1.42846e-16  3.04437e-17  2.80174e-18  1675       71.907  2.29206e+16
  5023.2539  1.48415e-16  3.02682e-17  2.84438e-18  1676       71.912  2.29163e+16
  5025.4590  1.45607e-16  3.09315e-17  2.82787e-18  1677       71.917  2.29122e+16
  5027.6636  1.48126e-16  3.10339e-17  2.84860e-18  1678       71.922  2.29082e+16
  5029.8682  1.48023e-16  3.03527e-17  2.84274e-18  1679       71.927  2.29043e+16
  5032.0732  1.40090e-16  3.07894e-17  2.78385e-18  1680       71.932  2.29005e+16
  5034.2778  1.44070e-16  2.96075e-17  2.80630e-18  1681       71.937  2.28969e+16
  5036.4829  1.36567e-16  3.00554e-17  2.75015e-18  1682       71.941  2.28934e+16
  5038.6875  1.34977e-16  2.90370e-17  2.72921e-18  1683       71.946  2.28901e+16
  5040.8926  1.39769e-16  2.84933e-17  2.76375e-18  1684       71.951  2.28868e+16
  5043.0972  1.39372e-16  2.85885e-17  2.76152e-18  1685       71.956  2.28838e+16
  5045.3022  1.40579e-16  3.02098e-17  2.78435e-18  1686       71.961  2.28808e+16
  5047.5068  1.41262e-16  3.01193e-17  2.78925e-18  1687       71.966  2.28780e+16
  5049.7119  1.37836e-16  2.92107e-17  2.75469e-18  1688       71.971  2.28753e+16
  5051.9170  1.37803e-16  2.98922e-17  2.76007e-18  1689       71.975  2.28728e+16
  5054.1216  1.39646e-16  2.89530e-17  2.76747e-18  1690       71.980  2.28704e+16
  5056.3267  1.40520e-16  2.96004e-17  2.77981e-18  1691       71.985  2.28681e+16
  5058.5317  1.35792e-16  2.90487e-17  2.73740e-18  1692       71.990  2.28660e+16
  5060.7363  1.34472e-16  3.06437e-17  2.73976e-18  1693       71.995  2.28640e+16
  5062.9414  1.40673e-16  2.92930e-17  2.77894e-18  1694       72.000  2.28622e+16
  5065.1465  1.37665e-16  2.90205e-17  2.75268e-18  1695       72.005  2.28604e+16
  5067.3511  1.36756e-16  3.01070e-17  2.75421e-18  1696       72.009  2.28588e+16
  5069.5562  1.41126e-16  2.98171e-17  2.78704e-18  1697       72.014  2.28573e+16
  5071.7612  1.35317e-16  2.85279e-17  2.72993e-18  1698       72.019  2.28560e+16
  5073.9663  1.35535e-16  2.92294e-17  2.73748e-18  1699       72.024  2.28547e+16
  5076.1714  1.35420e-16  2.86692e-17  2.73205e-18  1700       72.029  2.28536e+16
  5078.3760  1.37197e-16  2.86880e-17  2.74669e-18  1701       72.034  2.28526e+16
  5080.5811  1.32050e-16  2.94667e-17  2.71115e-18  1702       72.038  2.28517e+16
  5082.7861  1.34819e-16  2.93873e-17  2.73317e-18  1703       72.043  2.28509e+16
  5084.9912  1.36229e-16  2.88248e-17  2.74010e-18  1704       72.048  2.28502e+16
  5087.1963  1.34411e-16  3.03802e-17  2.73800e-18  1705       72.053  2.28496e+16
  5089.4014  1.35424e-16  3.01514e-17  2.74440e-18  1706       72.058  2.28491e+16
  5091.6064  1.42966e-16  3.02041e-17  2.80529e-18  1707       72.062  2.28487e+16
  5093.8115  1.39689e-16  3.02047e-17  2.77922e-18  1708       72.067  2.28483e+16
  5096.0161  1.43188e-16  2.98582e-17  2.80435e-18  1709       72.072  2.28481e+16
  5098.2212  1.41992e-16  2.87997e-17  2.78643e-18  1710       72.077  2.28479e+16
  5100.4263  1.35060e-16  2.98196e-17  2.73884e-18  1711       72.082  2.28477e+16
  5102.6313  1.34064e-16  2.87388e-17  2.72193e-18  1712       72.087  2.28476e+16
  5104.8364  1.30494e-16  2.79301e-17  2.68592e-18  1713       72.091  2.28476e+16
  5107.0415  1.34636e-16  2.85347e-17  2.72494e-18  1714       72.096  2.28475e+16
  5109.2466  1.32443e-16  2.89638e-17  2.71050e-18  1715       72.101  2.28476e+16
  5111.4517  1.29669e-16  2.96074e-17  2.69297e-18  1716       72.106  2.28476e+16
  5113.6567  1.43912e-16  2.98235e-17  2.80984e-18  1717       72.110  2.28476e+16
  5115.8618  1.35954e-16  3.00651e-17  2.74808e-18  1718       72.115  2.28477e+16
  5118.0664  1.42036e-16  2.94327e-17  2.79184e-18  1719       72.120  2.28478e+16
  5120.2715  1.42906e-16  2.96697e-17  2.80063e-18  1720       72.125  2.28478e+16
  5122.4766  1.39808e-16  2.93393e-17  2.77328e-18  1721       72.130  2.28478e+16
  5124.6816  1.38696e-16  2.86732e-17  2.75898e-18  1722       72.134  2.28478e+16
  5126.8867  1.40969e-16  2.92687e-17  2.78201e-18  1723       72.139  2.28477e+16
  5129.0918  1.37717e-16  2.97811e-17  2.76003e-18  1724       72.144  2.28476e+16
  5131.2969  1.34091e-16  2.91349e-17  2.72540e-18  1725       72.149  2.28475e+16
  5133.5020  1.40684e-16  3.03891e-17  2.78871e-18  1726       72.154  2.28472e+16
  5135.7070  1.37804e-16  2.97440e-17  2.76048e-18  1727       72.158  2.28469e+16
  5137.9116  1.36254e-16  3.02329e-17  2.75194e-18  1728       72.163  2.28465e+16
  5140.1167  1.29946e-16  3.05983e-17  2.70352e-18  1729       72.168  2.28459e+16
  5142.3218  1.29887e-16  3.02111e-17  2.69988e-18  1730       72.173  2.28453e+16
  5144.5269  1.32628e-16  3.00557e-17  2.72115e-18  1731       72.177  2.28446e+16
  5146.7319  1.33256e-16  3.00601e-17  2.72636e-18  1732       72.182  2.28437e+16
  5148.9370  1.37132e-16  3.07230e-17  2.76321e-18  1733       72.187  2.28426e+16
  5151.1416  1.32654e-16  2.95102e-17  2.71709e-18  1734       72.192  2.28414e+16
  5153.3467  1.36581e-16  3.01977e-17  2.75470e-18  1735       72.197  2.28400e+16
  5155.5518  1.36422e-16  3.08871e-17  2.75907e-18  1736       72.201  2.28385e+16
  5157.7568  1.37849e-16  3.04964e-17  2.76752e-18  1737       72.206  2.28367e+16
  5159.9614  1.35103e-16  2.98761e-17  2.74045e-18  1738       72.211  2.28348e+16
  5162.1665  1.26818e-16  2.93711e-17  2.66824e-18  1739       72.216  2.28326e+16
  5164.3716  1.30603e-16  2.81331e-17  2.68955e-18  1740       72.220  2.28302e+16
  5166.5762  1.30994e-16  2.80945e-17  2.69262e-18  1741       72.225  2.28275e+16
  5168.7812  1.35617e-16  2.68692e-17  2.72074e-18  1742       72.230  2.28246e+16
  5170.9863  1.36633e-16  2.72296e-17  2.73217e-18  1743       72.235  2.28215e+16
  5173.1909  1.37612e-16  2.71182e-17  2.73945e-18  1744       72.239  2.28180e+16
  5175.3960  1.33586e-16  2.94291e-17  2.72570e-18  1745       72.244  2.28143e+16
  5177.6011  1.34709e-16  2.86564e-17  2.72881e-18  1746       72.249  2.28103e+16
  5179.8057  1.35531e-16  2.85865e-17  2.73520e-18  1747       72.254  2.28059e+16
  5182.0107  1.32999e-16  2.82324e-17  2.71188e-18  1748       72.258  2.28013e+16
  5184.2153  1.37377e-16  2.76522e-17  2.74322e-18  1749       72.263  2.27963e+16
  5186.4204  1.35198e-16  2.83133e-17  2.73118e-18  1750       72.268  2.27909e+16
  5188.6250  1.33031e-16  2.90651e-17  2.71995e-18  1751       72.272  2.27852e+16
  5190.8301  1.32388e-16  2.90069e-17  2.71457e-18  1752       72.277  2.27791e+16
  5193.0347  1.39037e-16  2.99291e-17  2.77648e-18  1753       72.282  2.27727e+16
  5195.2393  1.32562e-16  3.09011e-17  2.73232e-18  1754       72.287  2.27659e+16
  5197.4443  1.33156e-16  3.37083e-17  2.76041e-18  1755       72.291  2.27586e+16
  5199.6489  1.37555e-16  3.50830e-17  2.80721e-18  1756       72.296  2.27510e+16
  5201.8540  1.35782e-16  3.37138e-17  2.78260e-18  1757       72.301  2.27430e+16
  5204.0586  1.35281e-16  2.98714e-17  2.74803e-18  1758       72.306  2.27345e+16
  5206.2632  1.33737e-16  2.88922e-17  2.72798e-18  1759       72.310  2.27256e+16
  5208.4678  1.29168e-16  2.95975e-17  2.69668e-18  1760       72.315  2.27162e+16
  5210.6729  1.31711e-16  2.79632e-17  2.70481e-18  1761       72.320  2.27064e+16
  5212.8774  1.31176e-16  2.92293e-17  2.71149e-18  1762       72.324  2.26961e+16
  5215.0820  1.30635e-16  2.90537e-17  2.70622e-18  1763       72.329  2.26854e+16
  5217.2866  1.29149e-16  2.94430e-17  2.69781e-18  1764       72.334  2.26741e+16
  5219.4912  1.31234e-16  2.88057e-17  2.71052e-18  1765       72.339  2.26624e+16
  5221.6958  1.26311e-16  3.04757e-17  2.68422e-18  1766       72.343  2.26502e+16
  5223.9004  1.24726e-16  3.04582e-17  2.67155e-18  1767       72.348  2.26376e+16
  5226.1050  1.26295e-16  3.00225e-17  2.68186e-18  1768       72.353  2.26244e+16
  5228.3096  1.28946e-16  2.76444e-17  2.68498e-18  1769       72.357  2.26107e+16
  5230.5142  1.24901e-16  2.94793e-17  2.66727e-18  1770       72.362  2.25965e+16
  5232.7188  1.26927e-16  2.91495e-17  2.68243e-18  1771       72.367  2.25817e+16
  5234.9233  1.24542e-16  2.84643e-17  2.65747e-18  1772       72.371  2.25665e+16
  5237.1279  1.28918e-16  2.89137e-17  2.69901e-18  1773       72.376  2.25507e+16
  5239.3320  1.17915e-16  3.03039e-17  2.61850e-18  1774       72.381  2.25344e+16
  5241.5366  1.14671e-16  2.90901e-17  2.58082e-18  1775       72.385  2.25176e+16
  5243.7412  1.11357e-16  2.76825e-17  2.54020e-18  1776       72.390  2.25002e+16
  5245.9458  1.12953e-16  2.76519e-17  2.55512e-18  1777       72.395  2.24823e+16
  5248.1499  1.07819e-16  2.79889e-17  2.51339e-18  1778       72.399  2.24639e+16
  5250.3545  1.17900e-16  2.79441e-17  2.60327e-18  1779       72.404  2.24450e+16
  5252.5586  1.14770e-16  2.88497e-17  2.58500e-18  1780       72.409  2.24255e+16
  5254.7632  1.14855e-16  2.90336e-17  2.58855e-18  1781       72.413  2.24055e+16
  5256.9673  1.15304e-16  2.90635e-17  2.59396e-18  1782       72.418  2.23850e+16
  5259.1719  1.15720e-16  2.96303e-17  2.60380e-18  1783       72.423  2.23639e+16
  5261.3760  1.21344e-16  2.74830e-17  2.63527e-18  1784       72.427  2.23423e+16
  5263.5801  1.19851e-16  2.72539e-17  2.62169e-18  1785       72.432  2.23202e+16
  5265.7847  1.20367e-16  2.66929e-17  2.62267e-18  1786       72.437  2.22976e+16
  5267.9888  1.19972e-16  2.68495e-17  2.62200e-18  1787       72.441  2.22744e+16
  5270.1929  1.16269e-16  2.67974e-17  2.59053e-18  1788       72.446  2.22508e+16
  5272.3970  1.16782e-16  2.84002e-17  2.61057e-18  1789       72.451  2.22266e+16
  5274.6011  1.14166e-16  2.81480e-17  2.58680e-18  1790       72.455  2.22020e+16
  5276.8052  1.13739e-16  2.86940e-17  2.58936e-18  1791       72.460  2.21768e+16
  5279.0093  1.17911e-16  2.89696e-17  2.62998e-18  1792       72.465  2.21512e+16
  5281.2134  1.24879e-16  2.80730e-17  2.68403e-18  1793       72.469  2.21252e+16
  5283.4175  1.23262e-16  2.83571e-17  2.67424e-18  1794       72.474  2.20986e+16
  5285.6216  1.25246e-16  2.89537e-17  2.69803e-18  1795       72.479  2.20716e+16
  5287.8257  1.23176e-16  2.82079e-17  2.67560e-18  1796       72.483  2.20442e+16
  5290.0298  1.24900e-16  2.90354e-17  2.69925e-18  1797       72.488  2.20163e+16
  5292.2339  1.21183e-16  3.00322e-17  2.67765e-18  1798       72.492  2.19880e+16
  5294.4375  1.21201e-16  2.99582e-17  2.67896e-18  1799       72.497  2.19593e+16
  5296.6416  1.17956e-16  2.95607e-17  2.64911e-18  1800       72.502  2.19302e+16
  5298.8457  1.19548e-16  2.99831e-17  2.66851e-18  1801       72.506  2.19006e+16
  5301.0493  1.21450e-16  3.00021e-17  2.68704e-18  1802       72.511  2.18708e+16
  5303.2534  1.17988e-16  3.00501e-17  2.65925e-18  1803       72.516  2.18405e+16
  5305.4570  1.17093e-16  2.91889e-17  2.64574e-18  1804       72.520  2.18100e+16
  5307.6611  1.11972e-16  2.89163e-17  2.59971e-18  1805       72.525  2.17790e+16
  5309.8647  1.08955e-16  3.02578e-17  2.58653e-18  1806       72.529  2.17478e+16
  5312.0684  1.15122e-16  2.95067e-17  2.63696e-18  1807       72.534  2.17163e+16
  5314.2720  1.18010e-16  3.10005e-17  2.67757e-18  1808       72.538  2.16844e+16
  5316.4756  1.22309e-16  2.94041e-17  2.70317e-18  1809       72.543  2.16523e+16
  5318.6797  1.22783e-16  2.97510e-17  2.71237e-18  1810       72.548  2.16200e+16
  5320.8833  1.25322e-16  2.97435e-17  2.73634e-18  1811       72.552  2.15874e+16
  5323.0869  1.19232e-16  2.96373e-17  2.68460e-18  1812       72.557  2.15546e+16
  5325.2905  1.17944e-16  2.98393e-17  2.67715e-18  1813       72.562  2.15216e+16
  5327.4941  1.20500e-16  2.86614e-17  2.69141e-18  1814       72.566  2.14883e+16
  5329.6973  1.18993e-16  3.00716e-17  2.69271e-18  1815       72.571  2.14550e+16
  5331.9009  1.18877e-16  2.94211e-17  2.68812e-18  1816       72.575  2.14214e+16
  5334.1045  1.21311e-16  2.97097e-17  2.71422e-18  1817       72.580  2.13878e+16
  5336.3081  1.23086e-16  3.03539e-17  2.73753e-18  1818       72.584  2.13540e+16
  5338.5112  1.22063e-16  3.02531e-17  2.72997e-18  1819       72.589  2.13201e+16
  5340.7148  1.24365e-16  2.97046e-17  2.74748e-18  1820       72.593  2.12861e+16
  5342.9180  1.24564e-16  3.00552e-17  2.75451e-18  1821       72.598  2.12521e+16
  5345.1216  1.21332e-16  2.90925e-17  2.72011e-18  1822       72.603  2.12180e+16
  5347.3247  1.17987e-16  2.97116e-17  2.69821e-18  1823       72.607  2.11838e+16
  5349.5283  1.18759e-16  2.93737e-17  2.70432e-18  1824       72.612  2.11497e+16
  5351.7314  1.14050e-16  2.98189e-17  2.66838e-18  1825       72.616  2.11156e+16
  5353.9346  1.18504e-16  3.01345e-17  2.71331e-18  1826       72.621  2.10815e+16
  5356.1377  1.17665e-16  3.04610e-17  2.71100e-18  1827       72.625  2.10474e+16
  5358.3413  1.19791e-16  3.00466e-17  2.72845e-18  1828       72.630  2.10134e+16
  5360.5444  1.13794e-16  3.10839e-17  2.68638e-18  1829       72.634  2.09794e+16
  5362.7476  1.17050e-16  3.03334e-17  2.71112e-18  1830       72.639  2.09456e+16
  5364.9507  1.18082e-16  2.99132e-17  2.71883e-18  1831       72.644  2.09118e+16
  5367.1538  1.21891e-16  2.99621e-17  2.75537e-18  1832       72.648  2.08782e+16
  5369.3564  1.18996e-16  3.04462e-17  2.73625e-18  1833       72.653  2.08447e+16
  5371.5596  1.11111e-16  2.98152e-17  2.66150e-18  1834       72.657  2.08113e+16
  5373.7627  1.12020e-16  2.94750e-17  2.66890e-18  1835       72.662  2.07781e+16
  5375.9658  1.11915e-16  2.93473e-17  2.66895e-18  1836       72.666  2.07451e+16
  5378.1685  1.08783e-16  2.96030e-17  2.64458e-18  1837       72.671  2.07122e+16
  5380.3716  1.10255e-16  2.96269e-17  2.66057e-18  1838       72.675  2.06796e+16
  5382.5742  1.12701e-16  2.98948e-17  2.68769e-18  1839       72.680  2.06471e+16
  5384.7773  1.16398e-16  3.08160e-17  2.73184e-18  1840       72.684  2.06149e+16
  5386.9800  1.16443e-16  2.99485e-17  2.72659e-18  1841       72.689  2.05829e+16
  5389.1826  1.14574e-16  3.04319e-17  2.71616e-18  1842       72.693  2.05512e+16
  5391.3853  1.14259e-16  3.05006e-17  2.71606e-18  1843       72.698  2.05196e+16
  5393.5879  1.18908e-16  2.96329e-17  2.75248e-18  1844       72.702  2.04883e+16
  5395.7910  1.11989e-16  2.95963e-17  2.69117e-18  1845       72.707  2.04573e+16
  5397.9937  1.11208e-16  2.92291e-17  2.68263e-18  1846       72.711  2.04265e+16
  5400.1963  1.08743e-16  2.90503e-17  2.66005e-18  1847       72.716  2.03960e+16
  5402.3989  1.11301e-16  2.87117e-17  2.68281e-18  1848       72.720  2.03657e+16
  5404.6011  1.07891e-16  2.90463e-17  2.65607e-18  1849       72.725  2.03357e+16
  5406.8037  1.12652e-16  2.96961e-17  2.70853e-18  1850       72.729  2.03060e+16
  5409.0063  1.08536e-16  2.89699e-17  2.66541e-18  1851       72.734  2.02764e+16
  5411.2090  1.05309e-16  3.08675e-17  2.65486e-18  1852       72.738  2.02472e+16
  5413.4111  1.01662e-16  3.08142e-17  2.62158e-18  1853       72.743  2.02182e+16
  5415.6138  1.08400e-16  3.03654e-17  2.68316e-18  1854       72.747  2.01894e+16
  5417.8159  1.03326e-16  3.09914e-17  2.64305e-18  1855       72.752  2.01608e+16
  5420.0186  1.07505e-16  2.96559e-17  2.67196e-18  1856       72.756  2.01325e+16
  5422.2207  1.09881e-16  2.89567e-17  2.68969e-18  1857       72.761  2.01044e+16
  5424.4229  1.09666e-16  3.06217e-17  2.70521e-18  1858       72.765  2.00764e+16
  5426.6250  1.10154e-16  3.15646e-17  2.72051e-18  1859       72.770  2.00486e+16
  5428.8276  1.15015e-16  3.15748e-17  2.76747e-18  1860       72.774  2.00210e+16
  5431.0298  1.16931e-16  3.01057e-17  2.77353e-18  1861       72.778  1.99935e+16
  5433.2319  1.10189e-16  3.11322e-17  2.72257e-18  1862       72.783  1.99661e+16
  5435.4341  1.11731e-16  3.06746e-17  2.73462e-18  1863       72.787  1.99388e+16
  5437.6362  1.04862e-16  3.04789e-17  2.66985e-18  1864       72.792  1.99116e+16
  5439.8379  1.08210e-16  3.04658e-17  2.70344e-18  1865       72.796  1.98844e+16
  5442.0400  1.05508e-16  3.21091e-17  2.69531e-18  1866       72.801  1.98572e+16
  5444.2422  1.14649e-16  3.05869e-17  2.76865e-18  1867       72.805  1.98300e+16
  5446.4443  1.10564e-16  3.20418e-17  2.74616e-18  1868       72.810  1.98027e+16
  5448.6460  1.07268e-16  3.18416e-17  2.71522e-18  1869       72.814  1.97752e+16
  5450.8481  1.11429e-16  3.23543e-17  2.76108e-18  1870       72.818  1.97477e+16
  5453.0498  1.11062e-16  3.20191e-17  2.75653e-18  1871       72.823  1.97199e+16
  5455.2515  1.16245e-16  3.17013e-17  2.80367e-18  1872       72.827  1.96920e+16
  5457.4536  1.14612e-16  3.19071e-17  2.79258e-18  1873       72.832  1.96637e+16
  5459.6553  1.13035e-16  3.26641e-17  2.78706e-18  1874       72.836  1.96351e+16
  5461.8569  1.15926e-16  3.25604e-17  2.81496e-18  1875       72.840  1.96061e+16
  5464.0586  1.16197e-16  3.14747e-17  2.80962e-18  1876       72.845  1.95767e+16
  5466.2607  1.12003e-16  3.28965e-17  2.78609e-18  1877       72.849  1.95468e+16
  5468.4624  1.09136e-16  3.33926e-17  2.76609e-18  1878       72.854  1.95163e+16
  5470.6636  1.08677e-16  3.25644e-17  2.75621e-18  1879       72.858  1.94852e+16
  5472.8657  1.08133e-16  3.14257e-17  2.74256e-18  1880       72.862  1.94534e+16
  5475.0669  1.12002e-16  3.24668e-17  2.79133e-18  1881       72.867  1.94209e+16
  5477.2686  1.11321e-16  3.24031e-17  2.78682e-18  1882       72.871  1.93875e+16
  5479.4702  1.01100e-16  3.34484e-17  2.70160e-18  1883       72.876  1.93533e+16
  5481.6714  1.04802e-16  3.31206e-17  2.73677e-18  1884       72.880  1.93180e+16
  5483.8730  1.04040e-16  3.23245e-17  2.72439e-18  1885       72.884  1.92817e+16
