# 
# FILTER  = 'clear'                                                             
# EXPTIME = 820                                                                 
# OBJECT  = 'PTF15kb'                                                           
# TARGNAME= 'PTF15af_S2'                                                        
# ROTPOSN = 139.99810                                                           
# DICHNAME= 560                                                                 
# GRISNAME= '400/3400'                                                          
# BLUFILT = 'clear'                                                             
# SLITNAME= 'long_1.0'                                                          
# INSTRUME= 'LRIS+LRISBLUE'      /                                                
# TELESCOP= 'Keck I'                                                            
# UTC     = '07:16:37.59'                                                       
# MJD-OBS = 57104.303213                                                        
# AZ      = -37.2990070000                                                      
# EL      = 87.3839800000                                                       
# RA      = '08:48:28.87'                                                       
# DEC     = '+22:03:24.7'                                                       
# EQUINOX = 2000.0000                                                           
# AIRMASS = 1.00104120000                                                       
# SUNELEV = -41.630958                                                          
# MOONELEV= -1.6826475                                                          
# MOONDIST= 86.219415                                                           
# SLITPA  = 229.998                                                             
# DATE_BEG= '2015-03-23T07:16:37'                                               
# DATE_END= '2015-03-23T07:30:17'                                               
# YEXTRACT= 68.8039                                                             
# APRAD   = 2.00000                                                             
# APSHARP = 6                                                                   
# NSATURAT=                    0 /                                                
# NWAV    =                 5163 /                                                
# BAKDIST = 3.50000                                                             
# BAKWIDTH= 8.00000                                                             
# INFILE0 = 'spredux/ceszfpr150323_0090r.spec' /                                  
# TOTALEXP= 820.000                                                             
# BLUEXPTM=              820.000 /                                                
# BLUBIN  = '2,2     '           /                                                
# BLUAPRAD=              2.00000 /                                                
# BLUBKDST=              3.50000 /                                                
# BLUARCF =                    0 /                                                
# BLUCWAV =        3612.31430000 /                                                
# BLUDISP =              2.18000 /                                                
# BLUFCAL1= 'spredux/eszfpb150323_0087r.spec' /                                   
# BLUFCAL2= 'spredux/eszfpb150323_0088r.spec' /                                   
# BLUFAIR1=              1.40040 /                                                
# BLUFAIR2=              1.40484 /                                                
# BLUFNAM1= 'G191-B2B'           /                                                
# BLUFNAM2= 'G191-B2B'           /                                                
# INCFILE1= 'spredux/vcPTF15af_r400-8500.spec' /                                  
# RESCALE1=        1.16709945200 /                                                
# WAVOVER1= '5600.5093-5719.2871' /                                               
# ATCHWAV1=        5620.30859375 /                                                
# REDEXPTM=              800.000 /                                                
# REDBIN  = '2,1     '           /                                                
# REDAPRAD=              2.00000 /                                                
# REDBKDST=              3.50000 /                                                
# REDARCF =                    0 /                                                
# REDCWAV =        7888.48360000 /                                                
# REDDISP =              1.16000 /                                                
# REDFCAL1= 'spredux/eszfpr150323_0084r.spec' /                                   
# REDFCAL2= 'spredux/eszfpr150323_0085r.spec' /                                   
# REDFAIR1=              1.40105 /                                                
# REDFAIR2=              1.40671 /                                                
# REDFNAM1= 'G191-B2B'           /                                                
# REDFNAM2= 'G191-B2B'           /                                                
#                    0                                                            
# REDFILT = 'Clear   '           /                                                
# WAVELEN =        7829.41410000 /                                                
# END                                                                             
# wavelength     flux         sky_flux     flux_unc     xpixel  ypixel  response
  7140.9697  1.07621e-16  2.29371e-17  1.99638e-18  1422       45.204  4.73819e+16
  7142.1572  1.01528e-16  2.48845e-17  1.95506e-18  1423       45.204  4.78578e+16
  7143.3447  1.03698e-16  2.61749e-17  1.98300e-18  1424       45.205  4.77690e+16
  7144.5327  9.85363e-17  2.59645e-17  1.94012e-18  1425       45.206  4.78766e+16
  7145.7202  1.02420e-16  2.47461e-17  1.95535e-18  1426       45.207  4.81183e+16
  7146.9077  1.00610e-16  2.46235e-17  1.94007e-18  1427       45.208  4.81499e+16
  7148.0957  9.69278e-17  2.39610e-17  1.91264e-18  1428       45.208  4.78611e+16
  7149.2832  1.01458e-16  2.34165e-17  1.94552e-18  1429       45.209  4.77540e+16
  7150.4712  1.00889e-16  2.32190e-17  1.94274e-18  1430       45.210  4.76049e+16
  7151.6587  1.00659e-16  2.26316e-17  1.93629e-18  1431       45.211  4.76133e+16
  7152.8467  1.01382e-16  2.11820e-17  1.92948e-18  1432       45.211  4.76719e+16
  7154.0342  9.68251e-17  2.16926e-17  1.89254e-18  1433       45.212  4.79426e+16
  7155.2222  9.79145e-17  2.14027e-17  1.89679e-18  1434       45.213  4.80411e+16
  7156.4102  1.00965e-16  2.13441e-17  1.91528e-18  1435       45.214  4.82706e+16
  7157.5981  1.00783e-16  2.20651e-17  1.92697e-18  1436       45.214  4.79003e+16
  7158.7861  9.86485e-17  2.27926e-17  1.91043e-18  1437       45.215  4.81805e+16
  7159.9741  1.00490e-16  2.31982e-17  1.93178e-18  1438       45.216  4.79795e+16
  7161.1621  9.80271e-17  2.32194e-17  1.90993e-18  1439       45.217  4.81307e+16
  7162.3501  1.03041e-16  2.28801e-17  1.96132e-18  1440       45.217  4.73803e+16
  7163.5381  1.01451e-16  2.24689e-17  1.94249e-18  1441       45.218  4.75480e+16
  7164.7261  1.01794e-16  2.34858e-17  1.95241e-18  1442       45.219  4.75720e+16
  7165.9141  1.00060e-16  2.32010e-17  1.94118e-18  1443       45.220  4.73674e+16
  7167.1021  9.83461e-17  2.27304e-17  1.92177e-18  1444       45.221  4.74874e+16
  7168.2905  1.00403e-16  2.24607e-17  1.93873e-18  1445       45.221  4.73383e+16
  7169.4785  9.84220e-17  2.30249e-17  1.93031e-18  1446       45.222  4.72147e+16
  7170.6665  9.87139e-17  2.33066e-17  1.94626e-18  1447       45.223  4.66702e+16
  7171.8550  1.01954e-16  2.29375e-17  1.96918e-18  1448       45.224  4.66414e+16
  7173.0430  1.02387e-16  2.36188e-17  1.99310e-18  1449       45.224  4.59407e+16
  7174.2314  1.01015e-16  2.37303e-17  1.98095e-18  1450       45.225  4.60478e+16
  7175.4194  9.70066e-17  2.33874e-17  1.92801e-18  1451       45.226  4.69315e+16
  7176.6079  1.00994e-16  2.23372e-17  1.94582e-18  1452       45.227  4.71722e+16
  7177.7964  9.58227e-17  2.30585e-17  1.91499e-18  1453       45.228  4.69858e+16
  7178.9844  9.17249e-17  2.31488e-17  1.89135e-18  1454       45.229  4.65862e+16
  7180.1729  9.64098e-17  2.34776e-17  1.94075e-18  1455       45.229  4.61430e+16
  7181.3613  9.46654e-17  2.21618e-17  1.91794e-18  1456       45.230  4.60686e+16
  7182.5498  9.76442e-17  2.22575e-17  1.95224e-18  1457       45.231  4.56177e+16
  7183.7383  9.83999e-17  2.10140e-17  1.94679e-18  1458       45.232  4.56894e+16
  7184.9268  9.75198e-17  2.12105e-17  1.94351e-18  1459       45.232  4.55891e+16
  7186.1152  9.60743e-17  2.11776e-17  1.92582e-18  1460       45.233  4.58593e+16
  7187.3037  9.75448e-17  1.97085e-17  1.91906e-18  1461       45.234  4.61762e+16
  7188.4922  9.39612e-17  2.08097e-17  1.89963e-18  1462       45.235  4.61503e+16
  7189.6807  9.71239e-17  2.00608e-17  1.91485e-18  1463       45.236  4.63496e+16
  7190.8696  9.19791e-17  2.10957e-17  1.88497e-18  1464       45.236  4.61929e+16
  7192.0581  9.32863e-17  1.97480e-17  1.87992e-18  1465       45.237  4.64202e+16
  7193.2466  9.23204e-17  2.03066e-17  1.87056e-18  1466       45.238  4.67137e+16
  7194.4351  9.28125e-17  1.95368e-17  1.86689e-18  1467       45.239  4.67831e+16
  7195.6240  9.67443e-17  1.99058e-17  1.89808e-18  1468       45.239  4.69487e+16
  7196.8125  9.82405e-17  2.04892e-17  1.91331e-18  1469       45.240  4.70090e+16
  7198.0015  9.54804e-17  2.10380e-17  1.89875e-18  1470       45.241  4.68651e+16
  7199.1904  9.58072e-17  2.04513e-17  1.90367e-18  1471       45.242  4.65290e+16
  7200.3789  9.87074e-17  2.05461e-17  1.93057e-18  1472       45.243  4.63844e+16
  7201.5679  9.57688e-17  2.00550e-17  1.90115e-18  1473       45.243  4.64829e+16
  7202.7568  9.37692e-17  1.97763e-17  1.88281e-18  1474       45.244  4.64808e+16
  7203.9453  9.32185e-17  2.02450e-17  1.88273e-18  1475       45.245  4.64525e+16
  7205.1343  9.51654e-17  1.99778e-17  1.89061e-18  1476       45.246  4.67268e+16
  7206.3232  9.31693e-17  2.00037e-17  1.86166e-18  1477       45.247  4.73703e+16
  7207.5122  9.19685e-17  2.03267e-17  1.83994e-18  1478       45.247  4.81110e+16
  7208.7012  9.43804e-17  2.00645e-17  1.85806e-18  1479       45.248  4.80623e+16
  7209.8901  9.78953e-17  1.99356e-17  1.88930e-18  1480       45.249  4.78364e+16
  7211.0791  9.46661e-17  2.00519e-17  1.84953e-18  1481       45.250  4.86078e+16
  7212.2681  9.66919e-17  1.98119e-17  1.86140e-18  1482       45.251  4.87193e+16
  7213.4570  9.40990e-17  2.00148e-17  1.83930e-18  1483       45.251  4.88908e+16
  7214.6465  9.69046e-17  1.96526e-17  1.86004e-18  1484       45.252  4.88102e+16
  7215.8354  9.59143e-17  2.01311e-17  1.85723e-18  1485       45.253  4.87490e+16
  7217.0244  9.67342e-17  2.01469e-17  1.86778e-18  1486       45.254  4.85440e+16
  7218.2139  9.73824e-17  2.07892e-17  1.87475e-18  1487       45.255  4.87013e+16
  7219.4028  9.80673e-17  2.18802e-17  1.88559e-18  1488       45.255  4.88491e+16
  7220.5918  1.01054e-16  2.20697e-17  1.90793e-18  1489       45.256  4.89480e+16
  7221.7812  9.44801e-17  2.28630e-17  1.86460e-18  1490       45.257  4.88908e+16
  7222.9707  9.39981e-17  2.22805e-17  1.86306e-18  1491       45.258  4.85437e+16
  7224.1597  9.07463e-17  2.24259e-17  1.83697e-18  1492       45.259  4.86246e+16
  7225.3491  9.34988e-17  2.34303e-17  1.87766e-18  1493       45.259  4.80634e+16
  7226.5381  9.39694e-17  2.27255e-17  1.86930e-18  1494       45.260  4.83926e+16
  7227.7275  9.16453e-17  2.27396e-17  1.85452e-18  1495       45.261  4.82177e+16
  7228.9170  9.29180e-17  2.24886e-17  1.86924e-18  1496       45.262  4.78832e+16
  7230.1064  9.26787e-17  2.18087e-17  1.86100e-18  1497       45.263  4.79307e+16
  7231.2959  9.43697e-17  2.20178e-17  1.88390e-18  1498       45.264  4.75405e+16
  7232.4854  9.81235e-17  2.29634e-17  1.92849e-18  1499       45.264  4.71676e+16
  7233.6748  9.35553e-17  2.65507e-17  1.92208e-18  1500       45.265  4.71072e+16
  7234.8643  9.13463e-17  3.72107e-17  1.98927e-18  1501       45.266  4.70108e+16
  7236.0537  9.59949e-17  5.05251e-17  2.11540e-18  1502       45.267  4.72630e+16
  7237.2432  9.61371e-17  6.50698e-17  2.21134e-18  1503       45.268  4.75090e+16
  7238.4326  9.54072e-17  7.72949e-17  2.27657e-18  1504       45.268  4.79659e+16
  7239.6221  9.07597e-17  8.79533e-17  2.32487e-18  1505       45.269  4.75768e+16
  7240.8120  9.48487e-17  9.59735e-17  2.40673e-18  1506       45.270  4.73644e+16
  7242.0015  9.56716e-17  9.75496e-17  2.41908e-18  1507       45.271  4.74624e+16
  7243.1909  9.02792e-17  9.31037e-17  2.35487e-18  1508       45.272  4.75674e+16
  7244.3809  8.97285e-17  8.53799e-17  2.29497e-18  1509       45.272  4.78494e+16
  7245.5703  9.19653e-17  7.29759e-17  2.22255e-18  1510       45.273  4.80943e+16
  7246.7603  9.15390e-17  6.14283e-17  2.14076e-18  1511       45.274  4.81315e+16
  7247.9497  9.19400e-17  4.95758e-17  2.05980e-18  1512       45.275  4.81598e+16
  7249.1396  9.20459e-17  3.91330e-17  1.98517e-18  1513       45.276  4.81279e+16
  7250.3296  8.97134e-17  3.37823e-17  1.92594e-18  1514       45.277  4.81937e+16
  7251.5190  8.98228e-17  3.38770e-17  1.94079e-18  1515       45.277  4.75480e+16
  7252.7090  9.00458e-17  3.44656e-17  1.94473e-18  1516       45.278  4.76583e+16
  7253.8989  9.11772e-17  3.40800e-17  1.94916e-18  1517       45.279  4.77188e+16
  7255.0889  9.24168e-17  3.26022e-17  1.94358e-18  1518       45.280  4.79001e+16
  7256.2788  9.21897e-17  2.86348e-17  1.89739e-18  1519       45.281  4.85938e+16
  7257.4683  9.11228e-17  2.61750e-17  1.86942e-18  1520       45.282  4.86259e+16
  7258.6587  9.32238e-17  2.29480e-17  1.85949e-18  1521       45.282  4.86833e+16
  7259.8486  9.48560e-17  2.20882e-17  1.86788e-18  1522       45.283  4.85635e+16
  7261.0386  9.13464e-17  2.31204e-17  1.84775e-18  1523       45.284  4.85974e+16
  7262.2285  9.16340e-17  2.34327e-17  1.85356e-18  1524       45.285  4.85418e+16
  7263.4185  9.31672e-17  2.27525e-17  1.86953e-18  1525       45.286  4.80727e+16
  7264.6084  9.26546e-17  2.41653e-17  1.87827e-18  1526       45.286  4.79900e+16
  7265.7988  9.65898e-17  2.35665e-17  1.89061e-18  1527       45.287  4.86759e+16
  7266.9888  9.25613e-17  2.39935e-17  1.86078e-18  1528       45.288  4.87715e+16
  7268.1787  9.10073e-17  2.50657e-17  1.86017e-18  1529       45.289  4.86090e+16
  7269.3691  9.48351e-17  2.55571e-17  1.89807e-18  1530       45.290  4.83927e+16
  7270.5591  8.90933e-17  3.40320e-17  1.91882e-18  1531       45.291  4.84050e+16
  7271.7495  9.25162e-17  5.10157e-17  2.06962e-18  1532       45.291  4.83682e+16
  7272.9395  9.10237e-17  7.34326e-17  2.21884e-18  1533       45.292  4.81154e+16
  7274.1299  8.92682e-17  9.15094e-17  2.34103e-18  1534       45.293  4.74586e+16
  7275.3198  9.49174e-17  9.97990e-17  2.43345e-18  1535       45.294  4.72644e+16
  7276.5103  9.53622e-17  9.90147e-17  2.41586e-18  1536       45.295  4.78647e+16
  7277.7007  8.74820e-17  8.45957e-17  2.25919e-18  1537       45.296  4.85250e+16
  7278.8911  9.13601e-17  6.64576e-17  2.16384e-18  1538       45.296  4.85740e+16
  7280.0815  9.09163e-17  5.48981e-17  2.07464e-18  1539       45.297  4.88786e+16
  7281.2715  9.24351e-17  4.91836e-17  2.04791e-18  1540       45.298  4.87453e+16
  7282.4619  9.18678e-17  4.94648e-17  2.03998e-18  1541       45.299  4.90224e+16
  7283.6523  9.17968e-17  5.05309e-17  2.03675e-18  1542       45.300  4.95105e+16
  7284.8428  9.33610e-17  5.02416e-17  2.05581e-18  1543       45.301  4.90330e+16
  7286.0332  9.32137e-17  4.43955e-17  2.02351e-18  1544       45.301  4.85424e+16
  7287.2241  9.39165e-17  3.71687e-17  1.98428e-18  1545       45.302  4.81372e+16
  7288.4146  9.04816e-17  2.95577e-17  1.90317e-18  1546       45.303  4.80033e+16
  7289.6050  9.12228e-17  2.55413e-17  1.88041e-18  1547       45.304  4.78611e+16
  7290.7954  9.28261e-17  2.55796e-17  1.89069e-18  1548       45.305  4.79907e+16
  7291.9858  8.81169e-17  2.81716e-17  1.86361e-18  1549       45.306  4.85197e+16
  7293.1768  9.19821e-17  2.84695e-17  1.88481e-18  1550       45.306  4.90856e+16
  7294.3672  9.26617e-17  3.07227e-17  1.92170e-18  1551       45.307  4.83601e+16
  7295.5581  9.22356e-17  3.04059e-17  1.90605e-18  1552       45.308  4.88576e+16
  7296.7485  9.43043e-17  2.90685e-17  1.90433e-18  1553       45.309  4.92246e+16
  7297.9395  9.22584e-17  2.87054e-17  1.88328e-18  1554       45.310  4.93648e+16
  7299.1299  9.28824e-17  3.08613e-17  1.91710e-18  1555       45.311  4.87239e+16
  7300.3208  9.41354e-17  3.28442e-17  1.94201e-18  1556       45.312  4.87001e+16
  7301.5117  8.99339e-17  3.64130e-17  1.93879e-18  1557       45.312  4.86250e+16
  7302.7021  9.11502e-17  3.79133e-17  1.95738e-18  1558       45.313  4.87097e+16
  7303.8931  9.10180e-17  3.83376e-17  1.95599e-18  1559       45.314  4.88840e+16
  7305.0840  9.17781e-17  3.37906e-17  1.90849e-18  1560       45.315  4.98542e+16
  7306.2749  9.34466e-17  3.05529e-17  1.90733e-18  1561       45.316  4.93129e+16
  7307.4658  9.25134e-17  2.78445e-17  1.88653e-18  1562       45.317  4.89610e+16
  7308.6567  8.94556e-17  2.54467e-17  1.84132e-18  1563       45.317  4.91086e+16
  7309.8472  9.22333e-17  2.54596e-17  1.85878e-18  1564       45.318  4.93319e+16
  7311.0381  9.14757e-17  3.38396e-17  1.92444e-18  1565       45.319  4.89505e+16
  7312.2295  9.51930e-17  4.92433e-17  2.05956e-18  1566       45.320  4.91320e+16
  7313.4204  9.62702e-17  6.51440e-17  2.17697e-18  1567       45.321  4.90591e+16
  7314.6113  9.40763e-17  7.56508e-17  2.22653e-18  1568       45.322  4.92755e+16
  7315.8022  8.95057e-17  7.99071e-17  2.22399e-18  1569       45.323  4.92977e+16
  7316.9932  9.07182e-17  7.41126e-17  2.20213e-18  1570       45.323  4.89458e+16
  7318.1846  9.25533e-17  6.05529e-17  2.10706e-18  1571       45.324  4.97033e+16
  7319.3755  9.09809e-17  4.31800e-17  1.97254e-18  1572       45.325  4.98031e+16
  7320.5664  9.54550e-17  3.02280e-17  1.92353e-18  1573       45.326  4.91344e+16
  7321.7578  9.17764e-17  2.26629e-17  1.82708e-18  1574       45.327  4.96688e+16
  7322.9487  8.93960e-17  2.20976e-17  1.80060e-18  1575       45.328  4.98474e+16
  7324.1401  9.20927e-17  2.63578e-17  1.85752e-18  1576       45.329  4.97031e+16
  7325.3315  8.95750e-17  3.34788e-17  1.89004e-18  1577       45.329  4.98334e+16
  7326.5225  9.04423e-17  4.00341e-17  1.94275e-18  1578       45.330  4.99542e+16
  7327.7139  9.10429e-17  4.52309e-17  1.99251e-18  1579       45.331  4.95689e+16
  7328.9048  9.02820e-17  4.50930e-17  1.97506e-18  1580       45.332  5.01126e+16
  7330.0962  9.15182e-17  4.27244e-17  1.97624e-18  1581       45.333  4.96496e+16
  7331.2876  9.19162e-17  3.74244e-17  1.93884e-18  1582       45.334  4.97313e+16
  7332.4790  8.97293e-17  3.03853e-17  1.86121e-18  1583       45.335  5.01789e+16
  7333.6704  8.89881e-17  2.49393e-17  1.82136e-18  1584       45.335  4.97607e+16
  7334.8618  9.20195e-17  2.67037e-17  1.85502e-18  1585       45.336  4.99446e+16
  7336.0532  9.22968e-17  4.00778e-17  1.95850e-18  1586       45.337  4.98579e+16
  7337.2446  9.18735e-17  6.04405e-17  2.09485e-18  1587       45.338  5.00227e+16
  7338.4360  9.28877e-17  7.65582e-17  2.20245e-18  1588       45.339  5.02625e+16
  7339.6274  9.46987e-17  8.88998e-17  2.29537e-18  1589       45.340  5.00889e+16
  7340.8188  9.24319e-17  9.08383e-17  2.30090e-18  1590       45.341  4.97649e+16
  7342.0103  9.19526e-17  8.06064e-17  2.22136e-18  1591       45.341  5.03044e+16
  7343.2017  9.31582e-17  6.21714e-17  2.12056e-18  1592       45.342  4.97726e+16
  7344.3936  9.33914e-17  4.42876e-17  1.99189e-18  1593       45.343  5.00932e+16
  7345.5850  9.66265e-17  3.09132e-17  1.91206e-18  1594       45.344  5.04225e+16
  7346.7764  8.77284e-17  2.50142e-17  1.80148e-18  1595       45.345  5.03351e+16
  7347.9683  9.37945e-17  2.38471e-17  1.85460e-18  1596       45.346  4.95297e+16
  7349.1597  8.91020e-17  2.38268e-17  1.81260e-18  1597       45.347  4.98105e+16
  7350.3516  9.35744e-17  2.32690e-17  1.84325e-18  1598       45.348  4.98029e+16
  7351.5430  8.75239e-17  2.31382e-17  1.78302e-18  1599       45.348  5.04516e+16
  7352.7349  8.83798e-17  2.53733e-17  1.80941e-18  1600       45.349  5.03323e+16
  7353.9268  9.06076e-17  2.96649e-17  1.85943e-18  1601       45.350  5.03358e+16
  7355.1182  8.92942e-17  3.47301e-17  1.88645e-18  1602       45.351  5.03994e+16
  7356.3101  9.29638e-17  4.03920e-17  1.96327e-18  1603       45.352  4.99751e+16
  7357.5020  9.06202e-17  4.33744e-17  1.96498e-18  1604       45.353  5.01207e+16
  7358.6938  8.81955e-17  4.47769e-17  1.95280e-18  1605       45.354  5.03629e+16
  7359.8857  8.94137e-17  4.06538e-17  1.93313e-18  1606       45.355  5.02916e+16
  7361.0776  9.21863e-17  3.50408e-17  1.91620e-18  1607       45.356  5.00896e+16
  7362.2695  9.34897e-17  2.96227e-17  1.88464e-18  1608       45.356  5.01365e+16
  7363.4614  9.50568e-17  2.84650e-17  1.88751e-18  1609       45.357  5.01473e+16
  7364.6533  9.08211e-17  3.96594e-17  1.94278e-18  1610       45.358  4.99547e+16
  7365.8452  9.28912e-17  5.38780e-17  2.05250e-18  1611       45.359  5.02379e+16
  7367.0371  8.82096e-17  6.62377e-17  2.10701e-18  1612       45.360  5.01274e+16
  7368.2290  9.42984e-17  7.42832e-17  2.21221e-18  1613       45.361  4.95785e+16
  7369.4209  8.91198e-17  7.45717e-17  2.17133e-18  1614       45.362  4.99857e+16
  7370.6128  9.74096e-17  6.62492e-17  2.16579e-18  1615       45.363  5.02287e+16
  7371.8052  9.40725e-17  5.09793e-17  2.03962e-18  1616       45.363  5.02874e+16
  7372.9971  9.11703e-17  3.83074e-17  1.93978e-18  1617       45.364  4.97349e+16
  7374.1890  9.39939e-17  2.79986e-17  1.87458e-18  1618       45.365  5.02224e+16
  7375.3813  9.29084e-17  2.33974e-17  1.83623e-18  1619       45.366  4.99549e+16
  7376.5732  9.04849e-17  2.19963e-17  1.79863e-18  1620       45.367  5.03790e+16
  7377.7656  9.13083e-17  2.14113e-17  1.80107e-18  1621       45.368  5.03476e+16
  7378.9580  8.99738e-17  2.12406e-17  1.78962e-18  1622       45.369  5.03277e+16
  7380.1499  9.16330e-17  2.12824e-17  1.80178e-18  1623       45.370  5.03926e+16
  7381.3423  8.91795e-17  2.17041e-17  1.79458e-18  1624       45.371  4.99125e+16
  7382.5342  9.02073e-17  2.14173e-17  1.79900e-18  1625       45.372  4.99905e+16
  7383.7266  8.94996e-17  2.18679e-17  1.79537e-18  1626       45.372  5.00781e+16
  7384.9189  8.64331e-17  2.03827e-17  1.75433e-18  1627       45.373  5.03446e+16
  7386.1113  8.55429e-17  2.16758e-17  1.76018e-18  1628       45.374  5.01974e+16
  7387.3037  9.16600e-17  2.53210e-17  1.82861e-18  1629       45.375  5.06445e+16
  7388.4961  9.02826e-17  2.97355e-17  1.85789e-18  1630       45.376  5.03154e+16
  7389.6880  8.93522e-17  3.39409e-17  1.87458e-18  1631       45.377  5.07375e+16
  7390.8804  9.34418e-17  3.61935e-17  1.92489e-18  1632       45.378  5.05528e+16
  7392.0732  8.79823e-17  3.72214e-17  1.89186e-18  1633       45.379  5.05763e+16
  7393.2656  8.58699e-17  3.44672e-17  1.85300e-18  1634       45.380  5.07057e+16
  7394.4580  9.03566e-17  3.12971e-17  1.86184e-18  1635       45.381  5.07636e+16
  7395.6504  8.74567e-17  2.68606e-17  1.80581e-18  1636       45.381  5.07700e+16
  7396.8428  8.58635e-17  3.11672e-17  1.83345e-18  1637       45.382  5.04033e+16
  7398.0352  8.95612e-17  3.81515e-17  1.91036e-18  1638       45.383  5.05767e+16
  7399.2280  9.18082e-17  4.67506e-17  1.98734e-18  1639       45.384  5.06298e+16
  7400.4204  8.76696e-17  5.30972e-17  2.01090e-18  1640       45.385  5.02315e+16
  7401.6128  8.99278e-17  5.37612e-17  2.01970e-18  1641       45.386  5.08017e+16
  7402.8057  8.75762e-17  5.01771e-17  1.98148e-18  1642       45.387  5.06387e+16
  7403.9980  8.98214e-17  4.15302e-17  1.94343e-18  1643       45.388  5.02429e+16
  7405.1909  8.96248e-17  3.20320e-17  1.86662e-18  1644       45.389  5.05095e+16
  7406.3833  9.27631e-17  2.45481e-17  1.82779e-18  1645       45.390  5.08266e+16
  7407.5762  9.24240e-17  2.11250e-17  1.80735e-18  1646       45.390  5.03584e+16
  7408.7690  8.91034e-17  2.05140e-17  1.77196e-18  1647       45.391  5.06079e+16
  7409.9614  9.33486e-17  2.18013e-17  1.81419e-18  1648       45.392  5.06633e+16
  7411.1543  8.90957e-17  2.11697e-17  1.77273e-18  1649       45.393  5.08511e+16
  7412.3472  9.19391e-17  2.17973e-17  1.80837e-18  1650       45.394  5.03819e+16
  7413.5400  9.23182e-17  2.09433e-17  1.80151e-18  1651       45.395  5.05551e+16
  7414.7324  9.41636e-17  2.11361e-17  1.81909e-18  1652       45.396  5.04592e+16
  7415.9253  8.97127e-17  2.12937e-17  1.77812e-18  1653       45.397  5.08754e+16
  7417.1182  9.24236e-17  2.08082e-17  1.79538e-18  1654       45.398  5.08813e+16
  7418.3110  9.26547e-17  2.04322e-17  1.79415e-18  1655       45.399  5.08873e+16
  7419.5039  9.23254e-17  1.97663e-17  1.78629e-18  1656       45.400  5.08932e+16
  7420.6968  9.06715e-17  2.10661e-17  1.78342e-18  1657       45.401  5.08992e+16
  7421.8896  9.02777e-17  2.04901e-17  1.77572e-18  1658       45.402  5.09051e+16
  7423.0825  9.06455e-17  2.15061e-17  1.78644e-18  1659       45.402  5.09110e+16
  7424.2759  8.84902e-17  2.21258e-17  1.77432e-18  1660       45.403  5.09168e+16
  7425.4688  8.85796e-17  2.45433e-17  1.79380e-18  1661       45.404  5.09228e+16
  7426.6616  9.10017e-17  2.68373e-17  1.82995e-18  1662       45.405  5.09286e+16
  7427.8545  9.02418e-17  2.84637e-17  1.83642e-18  1663       45.406  5.09343e+16
  7429.0479  8.81665e-17  2.97076e-17  1.83000e-18  1664       45.407  5.09402e+16
  7430.2407  9.28605e-17  2.92382e-17  1.86177e-18  1665       45.408  5.09460e+16
  7431.4341  9.27932e-17  2.70969e-17  1.84507e-18  1666       45.409  5.09517e+16
  7432.6270  9.24269e-17  2.63225e-17  1.83634e-18  1667       45.410  5.09574e+16
  7433.8203  9.45177e-17  2.74097e-17  1.86016e-18  1668       45.411  5.09631e+16
  7435.0132  9.10655e-17  3.15358e-17  1.86509e-18  1669       45.412  5.09689e+16
  7436.2065  9.25932e-17  3.57344e-17  1.90724e-18  1670       45.413  5.09746e+16
  7437.3994  9.48736e-17  3.79614e-17  1.93974e-18  1671       45.414  5.09803e+16
  7438.5928  9.34201e-17  3.77077e-17  1.92735e-18  1672       45.414  5.09860e+16
  7439.7861  9.21616e-17  3.50249e-17  1.89858e-18  1673       45.415  5.09916e+16
  7440.9795  9.21555e-17  2.99678e-17  1.86100e-18  1674       45.416  5.09973e+16
  7442.1724  9.24667e-17  2.40431e-17  1.81845e-18  1675       45.417  5.10029e+16
  7443.3657  9.20379e-17  2.21510e-17  1.80051e-18  1676       45.418  5.10085e+16
  7444.5591  9.43411e-17  2.00315e-17  1.80183e-18  1677       45.419  5.10141e+16
  7445.7524  8.95322e-17  2.00624e-17  1.76447e-18  1678       45.420  5.10198e+16
  7446.9458  9.41350e-17  2.04168e-17  1.80301e-18  1679       45.421  5.10254e+16
  7448.1392  9.20343e-17  2.00971e-17  1.78414e-18  1680       45.422  5.10308e+16
  7449.3325  9.58743e-17  2.02522e-17  1.81491e-18  1681       45.423  5.10364e+16
  7450.5259  9.09379e-17  2.04127e-17  1.77785e-18  1682       45.424  5.10419e+16
  7451.7192  9.31028e-17  2.03986e-17  1.79449e-18  1683       45.425  5.10475e+16
  7452.9126  9.02875e-17  2.08942e-17  1.77634e-18  1684       45.426  5.10530e+16
  7454.1064  9.04892e-17  2.00811e-17  1.77145e-18  1685       45.427  5.10585e+16
  7455.2998  9.35737e-17  2.02772e-17  1.79690e-18  1686       45.428  5.10640e+16
  7456.4932  8.85694e-17  2.11302e-17  1.76441e-18  1687       45.429  5.10695e+16
  7457.6870  8.88409e-17  2.20805e-17  1.77391e-18  1688       45.429  5.10750e+16
  7458.8804  8.87605e-17  2.26190e-17  1.77739e-18  1689       45.430  5.10804e+16
  7460.0737  8.98091e-17  2.36847e-17  1.79374e-18  1690       45.431  5.10859e+16
  7461.2676  8.91174e-17  2.47906e-17  1.79684e-18  1691       45.432  5.10914e+16
  7462.4609  9.10879e-17  2.62290e-17  1.82290e-18  1692       45.433  5.10968e+16
  7463.6548  9.27115e-17  2.73687e-17  1.84373e-18  1693       45.434  5.11023e+16
