# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 23lli
# CHANNEL = B+R
# EXPNUM = 23_179_081_003
# MJD-OBS = 60123.540295
# DATE-OBS = 2023-06-28T12:58:03
# EXPTIME = 2400.0s
# AIRMASS = 1.19
# FLUXCAL_RMS_B = 0.034 mag
# FLUXCAL_RMS_R = 0.035 mag
# RA = 22:57:39.47
# DEC = 40:32:40.70
# wl fl err
# [A] [erg/s/cm2/A]
4471.480000 3.484533e-16 1.193021e-17
4474.480000 3.712269e-16 1.278331e-17
4477.480000 3.707015e-16 1.177563e-17
4480.480000 3.560791e-16 1.106887e-17
4483.480000 3.258837e-16 1.198348e-17
4486.480000 3.096232e-16 1.208357e-17
4489.480000 3.177140e-16 1.096145e-17
4492.480000 3.073235e-16 1.064659e-17
4495.480000 2.973584e-16 1.194233e-17
4498.480000 2.830835e-16 1.189613e-17
4501.480000 2.702146e-16 1.103504e-17
4504.480000 2.942294e-16 1.250304e-17
4507.480000 3.100068e-16 1.338781e-17
4510.480000 3.285809e-16 1.211849e-17
4513.480000 3.352628e-16 1.076247e-17
4516.480000 3.715635e-16 1.149461e-17
4519.480000 3.805191e-16 1.278985e-17
4522.480000 3.752019e-16 1.242897e-17
4525.480000 3.663404e-16 1.153432e-17
4528.480000 3.662576e-16 1.149288e-17
4531.480000 3.743344e-16 1.241784e-17
4534.480000 3.700075e-16 1.172997e-17
4537.480000 3.663206e-16 1.090939e-17
4540.480000 3.684824e-16 1.182145e-17
4543.480000 3.400532e-16 1.220056e-17
4546.480000 3.332793e-16 1.117891e-17
4549.480000 3.521091e-16 1.077457e-17
4552.480000 3.650734e-16 1.202024e-17
4555.480000 3.464096e-16 1.227093e-17
4558.480000 3.394028e-16 1.104303e-17
4561.480000 3.466142e-16 1.074891e-17
4564.480000 3.525581e-16 1.216510e-17
4567.480000 3.720254e-16 1.247241e-17
4570.480000 3.700985e-16 1.098980e-17
4573.480000 3.655391e-16 1.097108e-17
4576.480000 3.588256e-16 1.227786e-17
4579.480000 3.654974e-16 1.228899e-17
4582.480000 3.680667e-16 1.090271e-17
4585.480000 3.650412e-16 1.111762e-17
4588.480000 3.760387e-16 1.243390e-17
4591.480000 3.919355e-16 1.228341e-17
4594.480000 3.867316e-16 1.117215e-17
4597.480000 3.921109e-16 1.160143e-17
4600.480000 3.831030e-16 1.237859e-17
4603.480000 3.682056e-16 1.165038e-17
4606.480000 3.678056e-16 1.073161e-17
4609.480000 3.395343e-16 1.136663e-17
4612.480000 3.383649e-16 1.197256e-17
4615.480000 3.507362e-16 1.119193e-17
4618.480000 3.450341e-16 1.051737e-17
4621.480000 3.509874e-16 1.161917e-17
4624.480000 3.523223e-16 1.202678e-17
4627.480000 3.522011e-16 1.102700e-17
4630.480000 3.505900e-16 1.078861e-17
4633.480000 3.570371e-16 1.225930e-17
4636.480000 3.747745e-16 1.232275e-17
4639.480000 3.820647e-16 1.100127e-17
4642.480000 3.682185e-16 1.079499e-17
4645.480000 3.622576e-16 1.223202e-17
