wavelength flux
3250.042198676487 82.759831388798
3251.0933657084456 90.78062895483038
3252.144112623624 82.72269338440682
3253.1963720809363 97.1812640094044
3254.247809896896 92.19890951150694
3255.2984138859674 84.76383655522892
3256.350795979212 76.96509251767648
3257.4027392870885 83.98049993466242
3258.454580423232 85.21827514119917
3259.5061495132873 113.71195492595254
3260.5580320015542 77.01333854153394
3261.6099981431958 81.92712210506991
3262.661909360246 75.56987442986602
3263.7140614270156 93.14839899194298
3264.7661572903144 72.80913136656254
3265.818587635965 74.1857811224631
3266.8707517790617 89.82025517572836
3267.923283379466 80.19207373563313
3268.9751799896926 97.10472919467892
3270.027652252115 84.51146026142177
3271.0795697533795 80.41360008793802
3272.1328831524447 75.06520136844401
3273.185484595202 85.40526261293775
3274.2380562970757 99.87199485297666
3275.2902115742577 73.59483784494114
3276.3435578819717 106.19338137687994
3277.396493935845 94.43871922248528
3278.4494744254835 80.08692668320569
3279.5023243901546 97.89590819425393
3280.555470094914 77.90593999187891
3281.608581236417 84.77767716252336
3282.6615337211974 91.1913822345887
3283.7143346649536 101.17674835882733
3284.7678738615346 94.66212762932778
3285.821465699186 89.38910538360717
3286.8758869417447 113.27742532363324
3287.928386309103 91.91354032911318
3288.9816475294383 95.2728032497121
3290.0352953879374 83.58808523492382
3291.0875796400783 85.83067521181061
3292.1429464416497 94.82650941877294
3293.195900630796 103.45573302716394
3294.2505064765865 67.55742301503315
3295.3035448578867 93.3785754913974
3296.3584277108835 87.93521709533636
3297.4122339327696 89.87118816051276
3298.4662462965407 83.636263169048
3299.52044471604 101.54362395002227
3300.574883064087 105.16445466659013
3301.628862276288 103.25762111160778
3302.6834081573784 122.33609772516213
3303.737477477747 105.51144516778484
3304.7919123797183 111.7347107688804
3305.847311116173 116.47930279011396
3306.9010345168876 124.41399748646639
3307.9554102104 100.99084953191482
3309.0105911967585 112.00795296567992
3310.065252542113 103.82489472987737
3311.119781026278 96.32611997418476
3312.1747774592236 88.63005328875548
3313.2295721265127 97.26863987385347
3314.284423341634 82.07237590320547
3315.3396576441683 105.94053097288833
3316.3947209144812 99.84858689029637
3317.449933747233 98.50781972032878
3318.505104581366 104.38331946182979
3319.560421019591 94.0741353905494
3320.6153059606536 98.25503442473936
3321.670870080689 103.53858676704957
3322.7266514132916 92.60411210046715
3323.7818863721304 107.16863727002465
3324.837537307648 87.03350205669514
3325.8928141501897 103.28241842708752
3326.948653103967 87.78005232958671
3328.004435042335 97.10779347246701
3329.0601844277776 106.04833358031655
3330.1159389324034 102.62364380684264
3331.172757978421 136.8909227202069
3332.2277534336285 118.00319301038698
3333.283752915252 97.23553392527403
3334.340079926008 87.56953331300667
3335.3960859346644 121.30908617755726
3336.4521467680047 88.26646800266832
3337.508677537131 109.97613547116026
3338.5648243890264 109.12563387276715
3339.621029998753 93.44638076030034
3340.6776855958005 108.91223259604449
3341.734137278729 94.48956121649567
3342.7898162744923 86.53140078398866
3343.847327867483 89.53092105882189
3344.9046884156396 82.73719525037976
3345.960578942226 90.875860613218
3347.017310640601 105.79550817110558
3348.074092532017 110.09672074200934
3349.130912111149 91.80627556234464
3350.188042114903 103.5911528625347
3351.2449813647995 95.48818571095273
3352.3018396522853 110.52567569465668
3353.3584635781785 80.05586780822875
3354.416198052414 102.05391289618446
3355.4726700825095 96.68881581799789
3356.5299186122324 124.2891836755854
3357.587478582695 81.11103443628134
3358.644807286851 109.46433033225932
3359.7026394850564 121.42668043361992
3360.7602919758915 107.67429978665064
3361.8178793648576 124.53985748349592
3362.8753163154433 103.94703547237964
3363.9334561798582 138.2497438851692
3364.9912410977413 130.16794519858846
3366.0486665535727 102.26336477617373
3367.1084919538935 163.3685924600711
3368.1655778227296 154.23971680392472
3369.221826096178 103.25614247687163
3370.2801771148706 104.33260870231132
3371.3384445692654 113.41462173156859
3372.39721838989 150.5174669479282
3373.4548027781434 104.41189567078005
3374.512316138932 90.75486276188826
3375.572787948459 129.84964947532626
3376.6298740754455 116.79166592082201
3377.6882631698472 109.79943722293936
3378.74677464555 106.54525824664748
3379.804993546648 116.17048990274316
3380.8638169079627 103.56512031639258
3381.922707753396 84.12973159619588
3382.9810762604347 105.10201849808962
3384.0401093404585 109.98477666971355
3385.0987760341955 127.66332997292
3386.157641355449 94.12406090989788
3387.216582606393 84.36952724360836
3388.275618959762 101.7028276805636
3389.3344074917663 102.71146512148684
3390.3935501995106 95.67680651349848
3391.4526762524833 98.04273049190061
3392.512161723414 102.48185492241018
3393.5710596001263 96.18594609979648
3394.630337188857 95.63921252992805
3395.690107987145 108.84157441512471
3396.7491648456207 100.41637634019733
3397.808780525555 101.13830345367029
3398.8681072538643 110.37026662081243
3399.9271142034163 84.13574887889636
3400.987328947484 96.70393448650512
3402.0466920182307 106.86376035365032
3403.1066671592766 115.01026321890642
3404.1643561668793 79.45481678254917
3405.2264162474426 104.45686767102177
3406.28613316237 109.46922493361629
3407.3475883318906 111.17392762597902
3408.4050856767785 107.50590132698848
3409.4664142911734 123.99971024893554
3410.525947181035 108.61598696450096
3411.586260324164 99.06187305075343
3412.6467536250466 122.26661154994564
3413.705527422576 113.05933378284078
3414.7672118979094 114.93103754460462
3415.827080933355 111.77146436160191
3416.8883339655163 115.1451380917125
3417.950992089878 137.31758517499992
3419.0092075731122 111.79479730280556
3420.0693257172375 125.37557272640954
3421.130489472203 129.04242652816413
3422.191278212429 129.7362389594963
3423.252167242856 113.87729287967768
3424.3128721967882 117.73966629839903
3425.374715374209 127.10768653387322
3426.435774189515 125.06236861545474
3427.4956370404966 115.66555970066618
3428.5564452141734 108.78023819544575
3429.617783637105 131.6320016398916
3430.6787669572777 109.71860504953065
3431.740028545982 96.43724753734266
3432.801420238423 120.98535621239743
3433.862592494655 104.84307194759756
3434.9238437369804 121.77314123414074
3435.9845225813833 112.00923410448006
3437.0465276121804 102.88197343985667
3438.1080975425593 114.85606847282082
3439.1700462721096 126.32016701243835
3440.2314691099164 107.4256907800447
3441.293307091026 100.72688253626052
3442.355015958888 103.59999926514789
3443.416371746212 101.75267442812086
3444.479492580879 128.29269245243185
3445.5404349282153 103.31035691648242
3446.6022499726923 100.50792222790659
3447.6642871607937 103.8921097907199
3448.7261528798904 86.8648384287909
3449.7883659769923 98.06642513442397
3450.8506290221285 116.83833521821074
3451.9128204388066 91.09587078197183
3452.9746322639853 99.50903148317744
