#wl flux
3476.6199 2.28749e-16
3477.7986 2.10934e-16
3478.9773 2.07074e-16
3480.1565 2.22205e-16
3481.3357 2.21421e-16
3482.5151 2.07678e-16
3483.6948 2.2749e-16
3484.8745 2.29686e-16
3486.0547 2.35595e-16
3487.2346 2.12896e-16
3488.415 2.30746e-16
3489.5957 2.18559e-16
3490.7764 2.29844e-16
3491.9573 2.21711e-16
3493.1382 2.26932e-16
3494.3193 2.10914e-16
3495.501 2.26596e-16
3496.6826 2.13902e-16
3497.8643 2.07101e-16
3499.0461 2.06809e-16
3500.2283 2.09391e-16
3501.4106 2.11435e-16
3502.593 2.09965e-16
3503.7756 2.11299e-16
3504.9585 2.08525e-16
3506.1416 2.16226e-16
3507.3247 2.1499e-16
3508.5081 2.03653e-16
3509.6917 2.08189e-16
3510.8752 2.08868e-16
3512.0591 2.17931e-16
3513.2434 2.02718e-16
3514.4275 2.16435e-16
3515.6118 1.96245e-16
3516.7964 2.0591e-16
3517.9812 2.05035e-16
3519.1663 2.18741e-16
3520.3513 1.99661e-16
3521.5366 2.14171e-16
3522.7219 2.05293e-16
3523.9077 2.06028e-16
3525.0935 2.08449e-16
3526.2793 2.12765e-16
3527.4656 2.13283e-16
3528.6519 1.99616e-16
3529.8384 2.10011e-16
3531.0249 2.09891e-16
3532.2117 2.07385e-16
3533.3987 2.06529e-16
3534.5859 2.16503e-16
3535.7732 2.06789e-16
3536.9607 2.05882e-16
3538.1484 2.23188e-16
3539.3362 2.09813e-16
3540.5242 2.04665e-16
3541.7124 2.12492e-16
3542.9009 2.06026e-16
3544.0894 2.06104e-16
3545.2781 2.14085e-16
3546.4668 2.01077e-16
3547.6558 2.02399e-16
3548.845 2.16625e-16
3550.0344 2.13351e-16
3551.2239 2.06302e-16
3552.4136 2.10191e-16
3553.6035 1.97191e-16
3554.7935 2.10924e-16
3555.9836 2.24795e-16
3557.1741 2.2478e-16
3558.3645 2.097e-16
3559.5552 2.14668e-16
3560.7461 2.10123e-16
3561.937 2.08933e-16
3563.1284 2.06567e-16
3564.3196 2.19543e-16
3565.511 2.20008e-16
3566.7029 2.0643e-16
3567.8945 2.04935e-16
3569.0867 2.16685e-16
3570.2788 2.15475e-16
3571.4712 2.09846e-16
3572.6636 2.03381e-16
3573.8562 2.19536e-16
3575.0491 2.109e-16
3576.2422 2.0702e-16
3577.4353 1.99637e-16
3578.6284 1.94934e-16
3579.822 2.17991e-16
3581.0156 2.01458e-16
3582.2095 2.09836e-16
3583.4033 2.29222e-16
3584.5974 2.27351e-16
3585.7917 2.154e-16
3586.9861 2.24541e-16
3588.1807 2.06965e-16
3589.3755 1.99327e-16
3590.5703 2.27668e-16
3591.7654 2.11001e-16
3592.9607 2.03179e-16
3594.156 1.98785e-16
3595.3516 2.07207e-16
3596.5474 1.97867e-16
3597.7432 1.986e-16
3598.9392 2.10566e-16
3600.1353 1.97517e-16
3601.3318 2.06494e-16
3602.5281 2.14301e-16
3603.7249 1.94963e-16
3604.9216 2.18568e-16
3606.1184 1.94039e-16
3607.3157 2.0031e-16
3608.5129 2.02343e-16
3609.7104 1.9763e-16
3610.908 2.14205e-16
3612.1057 1.98084e-16
3613.3037 2.07727e-16
3614.5017 2.00375e-16
3615.6997 1.94561e-16
3616.8982 2.05363e-16
3618.0967 2.11858e-16
3619.2954 2.00002e-16
3620.4941 2.03968e-16
3621.6931 2.00361e-16
3622.8921 1.93591e-16
3624.0916 2.19312e-16
3625.291 1.97237e-16
3626.4905 2.12278e-16
3627.6902 2.08156e-16
3628.8901 2.02207e-16
3630.0901 2.01899e-16
3631.2903 2.0725e-16
3632.4907 1.91432e-16
3633.6912 1.97242e-16
3634.8918 1.91125e-16
3636.0925 2.12376e-16
3637.2937 2.02569e-16
3638.4946 1.9778e-16
3639.6958 1.94122e-16
3640.8972 2.06924e-16
3642.0989 2.08634e-16
3643.3005 2.08412e-16
3644.5024 2.00384e-16
3645.7043 1.92239e-16
3646.9065 1.96377e-16
3648.1089 1.93457e-16
3649.3113 1.97914e-16
3650.5139 2.09445e-16
3651.7166 1.97347e-16
3652.9194 2.0286e-16
3654.1223 2.07252e-16
3655.3257 2.09757e-16
3656.5288 1.85844e-16
3657.7324 1.92399e-16
3658.936 1.98615e-16
3660.1396 1.97061e-16
3661.3435 1.99559e-16
3662.5476 1.97347e-16
3663.752 1.97538e-16
3664.9563 1.84663e-16
3666.1606 1.89078e-16
3667.3652 1.88183e-16
3668.5701 1.93237e-16
3669.7749 1.85684e-16
3670.98 1.94973e-16
3672.1853 1.90653e-16
3673.3906 1.97824e-16
3674.5962 1.92912e-16
3675.8018 1.96257e-16
3677.0076 1.94272e-16
3678.2134 1.90605e-16
3679.4194 1.87733e-16
3680.6257 1.95505e-16
3681.832 1.97193e-16
3683.0386 1.86746e-16
3684.2451 1.94019e-16
3685.4519 1.98493e-16
3686.6587 2.09837e-16
3687.866 1.94744e-16
3689.073 1.9822e-16
3690.2805 1.98478e-16
3691.4878 1.96941e-16
3692.6956 1.88089e-16
3693.9033 1.90242e-16
3695.1111 1.90201e-16
3696.3191 1.89473e-16
3697.5273 2.09747e-16
3698.7356 2.00131e-16
3699.9441 1.98552e-16
3701.1526 2.05746e-16
3702.3613 1.9648e-16
3703.5703 1.94438e-16
3704.7793 1.87534e-16
3705.9883 1.99113e-16
3707.1975 1.93358e-16
3708.407 1.95246e-16
3709.6167 2.07711e-16
3710.8264 1.99682e-16
3712.0361 1.88168e-16
3713.2461 1.93185e-16
3714.4561 1.97544e-16
3715.6663 1.93233e-16
3716.8767 1.92524e-16
3718.0872 1.98456e-16
3719.2979 1.98286e-16
3720.5085 1.88198e-16
3721.7195 1.85758e-16
3722.9304 1.96604e-16
3724.1416 1.92423e-16
3725.353 1.89762e-16
3726.5645 1.94179e-16
3727.7759 1.86573e-16
3728.9878 1.94385e-16
3730.1995 1.95353e-16
3731.4116 2.00587e-16
3732.6235 1.88669e-16
3733.8357 2.01022e-16
3735.0481 1.98345e-16
3736.2607 1.90817e-16
3737.4734 1.90976e-16
3738.686 1.96445e-16
3739.8989 1.90859e-16
3741.1121 1.86507e-16
3742.3252 1.90638e-16
3743.5383 1.89207e-16
3744.7517 1.85592e-16
3745.9653 1.84761e-16
3747.179 1.83386e-16
3748.3928 1.85466e-16
3749.6067 1.83307e-16
3750.8208 1.83668e-16
3752.0349 1.87352e-16
3753.2493 1.93702e-16
3754.4639 1.93835e-16
3755.6782 1.87331e-16
3756.8931 1.92141e-16
3758.1079 1.92013e-16
3759.3228 1.90177e-16
3760.5378 1.93563e-16
3761.7532 1.93742e-16
3762.9685 1.82134e-16
3764.1838 1.86946e-16
3765.3994 1.78098e-16
3766.6152 1.85529e-16
3767.8311 1.80905e-16
3769.0471 1.80065e-16
3770.2632 1.93809e-16
3771.4792 1.84454e-16
3772.6958 1.74811e-16
3773.9121 1.83607e-16
3775.1287 1.88011e-16
3776.3455 1.87773e-16
3777.5623 1.84041e-16
3778.7793 1.71106e-16
3779.9963 1.85417e-16
3781.2136 1.85489e-16
3782.4309 1.72785e-16
3783.6482 1.76235e-16
3784.866 1.76038e-16
3786.0835 1.81557e-16
3787.3015 1.79429e-16
3788.5193 1.88524e-16
3789.7375 1.87431e-16
3790.9558 1.87313e-16
3792.1741 1.80733e-16
3793.3923 1.84621e-16
3794.6111 1.85977e-16
3795.8296 1.8093e-16
3797.0483 1.75873e-16
3798.2673 1.75144e-16
3799.4863 1.77875e-16
3800.7056 1.77118e-16
3801.9248 1.74908e-16
3803.1443 1.85062e-16
3804.3638 1.81908e-16
3805.5835 1.89539e-16
3806.803 1.79132e-16
3808.0229 1.84924e-16
3809.2429 1.78e-16
3810.4631 1.86832e-16
3811.6833 1.83183e-16
3812.9038 1.87802e-16
3814.124 1.95351e-16
3815.3447 1.84671e-16
3816.5654 1.80296e-16
3817.7861 1.84755e-16
3819.0071 1.84112e-16
3820.2283 1.77496e-16
3821.4495 1.73373e-16
3822.6707 1.82185e-16
3823.8921 1.72543e-16
3825.1135 1.73491e-16
3826.3352 1.72455e-16
3827.5569 1.75683e-16
3828.7788 1.76172e-16
3830.0007 1.78445e-16
3831.2229 1.79257e-16
3832.4451 1.71403e-16
3833.6672 1.84249e-16
3834.8899 1.67823e-16
3836.1123 1.6466e-16
3837.335 1.66096e-16
3838.5576 1.79849e-16
3839.7805 1.68781e-16
3841.0037 1.69504e-16
3842.2268 1.71603e-16
3843.45 1.71421e-16
3844.6731 1.78486e-16
3845.8967 1.81198e-16
3847.1201 1.82557e-16
3848.344 1.81454e-16
3849.5676 1.82377e-16
3850.7915 1.78844e-16
3852.0156 1.8688e-16
3853.2397 1.72139e-16
3854.4639 1.75797e-16
3855.6882 1.78499e-16
3856.9126 1.77829e-16
3858.1372 1.76762e-16
3859.3618 1.75234e-16
3860.5867 1.68427e-16
3861.8115 1.75191e-16
3863.0366 1.70613e-16
3864.2617 1.76895e-16
3865.4868 1.71162e-16
3866.7122 1.74685e-16
3867.9375 1.77085e-16
3869.1631 1.72953e-16
3870.3887 1.74328e-16
3871.6145 1.70565e-16
3872.8403 1.69881e-16
3874.0662 1.76812e-16
3875.2922 1.74006e-16
3876.5186 1.74442e-16
3877.7446 1.7012e-16
3878.9712 1.72679e-16
3880.1975 1.71387e-16
3881.4243 1.71651e-16
3882.6509 1.62897e-16
3883.8777 1.67328e-16
3885.1045 1.64477e-16
3886.3315 1.58118e-16
3887.5586 1.69807e-16
3888.7859 1.68783e-16
3890.0132 1.71702e-16
3891.2407 1.65609e-16
3892.4683 1.75036e-16
3893.6958 1.66071e-16
3894.9236 1.64815e-16
3896.1516 1.69243e-16
3897.3794 1.64162e-16
3898.6074 1.64986e-16
3899.8357 1.56987e-16
3901.064 1.65306e-16
3902.2922 1.58614e-16
3903.5208 1.58055e-16
3904.7493 1.56318e-16
3905.9778 1.6289e-16
3907.2065 1.6568e-16
3908.4355 1.74167e-16
3909.6646 1.69224e-16
3910.8936 1.62835e-16
3912.1228 1.69534e-16
3913.3521 1.60996e-16
3914.5813 1.71901e-16
3915.8108 1.65219e-16
3917.0403 1.74201e-16
3918.27 1.67912e-16
3919.4998 1.66136e-16
3920.7295 1.67142e-16
3921.9597 1.66706e-16
3923.1897 1.60958e-16
3924.4199 1.5915e-16
3925.6499 1.62531e-16
3926.8804 1.64436e-16
3928.1108 1.58844e-16
3929.3413 1.63875e-16
3930.572 1.62713e-16
3931.8027 1.63687e-16
3933.0337 1.62285e-16
3934.2644 1.564e-16
3935.4956 1.61742e-16
3936.7268 1.70554e-16
3937.958 1.57551e-16
3939.1892 1.57515e-16
3940.4207 1.60082e-16
3941.6521 1.62437e-16
3942.8838 1.63987e-16
3944.1155 1.70176e-16
3945.3472 1.6775e-16
3946.5791 1.70743e-16
3947.811 1.80457e-16
3949.0432 1.70697e-16
3950.2754 1.72262e-16
3951.5076 1.65813e-16
3952.74 1.61061e-16
3953.9724 1.56787e-16
3955.2051 1.59539e-16
3956.4375 1.64557e-16
3957.6704 1.62226e-16
3958.9031 1.65106e-16
3960.136 1.62185e-16
3961.3689 1.65026e-16
3962.6021 1.69997e-16
3963.8352 1.66627e-16
3965.0686 1.62464e-16
3966.302 1.5857e-16
3967.5354 1.56854e-16
3968.769 1.50258e-16
3970.0027 1.51611e-16
3971.2363 1.50896e-16
3972.4702 1.57705e-16
3973.7041 1.58307e-16
3974.938 1.60881e-16
3976.1721 1.59893e-16
3977.4062 1.60934e-16
3978.6406 1.68966e-16
3979.875 1.55416e-16
3981.1094 1.66626e-16
3982.344 1.64617e-16
3983.5786 1.67257e-16
3984.8132 1.64536e-16
3986.0481 1.62398e-16
3987.283 1.69194e-16
3988.5178 1.6288e-16
3989.7529 1.63589e-16
3990.988 1.62879e-16
3992.2234 1.60075e-16
3993.4587 1.64803e-16
3994.6941 1.59925e-16
3995.9297 1.65672e-16
3997.1653 1.66435e-16
3998.4009 1.60041e-16
3999.6367 1.6222e-16
4000.8723 1.54283e-16
4002.1084 1.56742e-16
4003.3442 1.58837e-16
4004.5803 1.61051e-16
4005.8167 1.57846e-16
4007.0527 1.62112e-16
4008.2893 1.59506e-16
4009.5256 1.55209e-16
4010.7622 1.58824e-16
4011.9988 1.58828e-16
4013.2354 1.56558e-16
4014.4722 1.59524e-16
4015.709 1.57144e-16
4016.9458 1.58601e-16
4018.1829 1.68079e-16
4019.4199 1.65947e-16
4020.6572 1.67067e-16
4021.8943 1.62954e-16
4023.1318 1.63627e-16
4024.3691 1.68119e-16
4025.6067 1.64667e-16
4026.8442 1.69704e-16
4028.0818 1.64454e-16
4029.3196 1.63806e-16
4030.5576 1.65826e-16
4031.7954 1.59398e-16
4033.0332 1.55306e-16
4034.2715 1.51686e-16
4035.5095 1.56283e-16
4036.7478 1.52471e-16
4037.9861 1.53736e-16
4039.2244 1.55044e-16
4040.4629 1.58068e-16
4041.7014 1.67009e-16
4042.9399 1.61956e-16
4044.1787 1.68078e-16
4045.4175 1.62067e-16
4046.6562 1.53615e-16
4047.8953 1.54512e-16
4049.1343 1.48942e-16
4050.3733 1.42746e-16
4051.6125 1.56138e-16
4052.8518 1.55667e-16
4054.0911 1.6211e-16
4055.3303 1.74702e-16
4056.5698 1.79877e-16
4057.8093 1.72068e-16
4059.0491 1.73973e-16
4060.2888 1.71838e-16
4061.5286 1.59111e-16
4062.7683 1.51479e-16
4064.0083 1.42452e-16
4065.2483 1.4822e-16
4066.4883 1.50715e-16
4067.7285 1.48629e-16
4068.9688 1.49697e-16
4070.209 1.56467e-16
4071.4492 1.49509e-16
4072.6897 1.55855e-16
4073.9302 1.50241e-16
4075.1709 1.53457e-16
4076.4116 1.45532e-16
4077.6521 1.42387e-16
4078.8931 1.47426e-16
4080.1338 1.49337e-16
4081.3748 1.44828e-16
4082.6157 1.5089e-16
4083.8569 1.51156e-16
4085.0981 1.53198e-16
4086.3394 1.60585e-16
4087.5806 1.56148e-16
4088.822 1.59431e-16
4090.0635 1.47179e-16
4091.3049 1.48968e-16
4092.5464 1.49452e-16
4093.7881 1.47578e-16
4095.0298 1.50322e-16
4096.2715 1.54342e-16
4097.5137 1.48594e-16
4098.7554 1.55736e-16
4099.9976 1.49965e-16
4101.2397 1.53659e-16
4102.4819 1.50265e-16
4103.7241 1.45166e-16
4104.9663 1.56035e-16
4106.2085 1.54904e-16
4107.4507 1.52088e-16
4108.6934 1.52062e-16
4109.936 1.58119e-16
4111.1787 1.59871e-16
4112.4214 1.62259e-16
4113.6641 1.57177e-16
4114.9067 1.5718e-16
4116.1499 1.55761e-16
4117.3926 1.5399e-16
4118.6357 1.56875e-16
4119.8789 1.6175e-16
4121.1221 1.53146e-16
4122.3652 1.46068e-16
4123.6084 1.52072e-16
4124.8516 1.5254e-16
4126.0952 1.49146e-16
4127.3384 1.50025e-16
4128.582 1.51628e-16
4129.8257 1.45845e-16
4131.0693 1.46179e-16
4132.313 1.42582e-16
4133.5571 1.44947e-16
4134.8008 1.43896e-16
4136.0449 1.42896e-16
4137.2886 1.51435e-16
4138.5327 1.51271e-16
4139.7769 1.48967e-16
4141.021 1.53393e-16
4142.2651 1.54143e-16
4143.5098 1.50132e-16
4144.7539 1.50941e-16
4145.9985 1.48756e-16
4147.2427 1.49033e-16
4148.4873 1.5128e-16
4149.7319 1.51755e-16
4150.9766 1.504e-16
4152.2217 1.44201e-16
4153.4663 1.44678e-16
4154.7109 1.47399e-16
4155.9561 1.434e-16
4157.2012 1.43793e-16
4158.4463 1.37547e-16
4159.6914 1.40193e-16
4160.9365 1.41428e-16
4162.1816 1.39071e-16
4163.4268 1.38717e-16
4164.6719 1.34075e-16
4165.9175 1.39904e-16
4167.1631 1.34903e-16
4168.4087 1.3383e-16
4169.6543 1.3431e-16
4170.8999 1.3769e-16
4172.1455 1.33495e-16
4173.3911 1.34849e-16
4174.6367 1.3052e-16
4175.8828 1.35383e-16
4177.1289 1.31946e-16
4178.3745 1.30789e-16
4179.6206 1.30944e-16
4180.8667 1.36657e-16
4182.1128 1.44444e-16
4183.3589 1.42028e-16
4184.6055 1.36117e-16
4185.8516 1.42779e-16
4187.0981 1.3602e-16
4188.3442 1.40093e-16
4189.5908 1.42274e-16
4190.8374 1.44598e-16
4192.084 1.43812e-16
4193.3306 1.41046e-16
4194.5776 1.43432e-16
4195.8242 1.40913e-16
4197.0708 1.3925e-16
4198.3179 1.43943e-16
4199.5649 1.33054e-16
4200.8115 1.35335e-16
4202.0586 1.45974e-16
4203.3057 1.41617e-16
4204.5527 1.37574e-16
4205.8003 1.40808e-16
4207.0474 1.50661e-16
4208.2944 1.40813e-16
4209.542 1.46967e-16
4210.7891 1.44385e-16
4212.0366 1.4074e-16
4213.2842 1.39853e-16
4214.5317 1.35607e-16
4215.7793 1.41331e-16
4217.0269 1.38497e-16
4218.2749 1.40486e-16
4219.5225 1.42716e-16
4220.7705 1.35151e-16
4222.0181 1.35851e-16
4223.2661 1.37137e-16
4224.5142 1.38497e-16
4225.7622 1.38795e-16
4227.0098 1.40596e-16
4228.2583 1.40192e-16
4229.5063 1.3631e-16
4230.7544 1.38964e-16
4232.0029 1.34983e-16
4233.251 1.36674e-16
4234.4995 1.36414e-16
4235.7476 1.41916e-16
4236.9961 1.41348e-16
4238.2446 1.45381e-16
4239.4932 1.43577e-16
4240.7417 1.45345e-16
4241.9902 1.46315e-16
4243.2393 1.42215e-16
4244.4878 1.43317e-16
4245.7368 1.438e-16
4246.9854 1.47667e-16
4248.2344 1.4095e-16
4249.4834 1.37952e-16
4250.7324 1.41076e-16
4251.981 1.44158e-16
4253.23 1.43757e-16
4254.4795 1.47743e-16
4255.7285 1.51959e-16
4256.9775 1.45839e-16
4258.2271 1.46582e-16
4259.4761 1.46445e-16
4260.7256 1.43564e-16
4261.9751 1.44316e-16
4263.2241 1.42286e-16
4264.4736 1.40465e-16
4265.7231 1.44604e-16
4266.9727 1.40034e-16
4268.2222 1.43054e-16
4269.4722 1.37616e-16
4270.7217 1.39351e-16
4271.9712 1.38757e-16
4273.2212 1.3496e-16
4274.4712 1.25127e-16
4275.7207 1.30168e-16
4276.9707 1.27555e-16
4278.2207 1.23244e-16
4279.4707 1.12711e-16
4280.7207 1.00433e-16
4281.9707 9.62484e-17
4283.2207 1.14293e-16
4284.4707 1.14297e-16
4285.7212 1.26731e-16
4286.9712 1.27052e-16
4288.2217 1.31519e-16
4289.4717 1.34491e-16
4290.7222 1.37335e-16
4291.9727 1.32406e-16
4293.2231 1.33903e-16
4294.4736 1.38021e-16
4295.7241 1.39524e-16
4296.9746 1.42861e-16
4298.2251 1.39373e-16
4299.4756 1.44765e-16
4300.7266 1.42944e-16
4301.9771 1.44936e-16
4303.228 1.46715e-16
4304.4785 1.47882e-16
4305.7295 1.45876e-16
4306.9805 1.43617e-16
4308.231 1.39501e-16
4309.4819 1.42154e-16
4310.7329 1.37949e-16
4311.9839 1.3504e-16
4313.2349 1.35498e-16
4314.4863 1.22964e-16
4315.7373 1.24067e-16
4316.9883 1.15202e-16
4318.2397 1.08432e-16
4319.4907 1.06578e-16
4320.7422 1.11038e-16
4321.9932 1.22447e-16
4323.2446 1.22871e-16
4324.4961 1.26111e-16
4325.7476 1.34281e-16
4326.999 1.37548e-16
4328.2505 1.38495e-16
4329.502 1.42523e-16
4330.7534 1.4554e-16
4332.0049 1.52294e-16
4333.2568 1.47305e-16
4334.5083 1.5352e-16
4335.7598 1.49161e-16
4337.0117 1.4943e-16
4338.2637 1.51967e-16
4339.5151 1.49641e-16
4340.7671 1.51014e-16
4342.019 1.5149e-16
4343.271 1.52218e-16
4344.5229 1.54901e-16
4345.7749 1.55359e-16
4347.0269 1.55461e-16
4348.2788 1.48889e-16
4349.5308 1.52954e-16
4350.7827 1.51521e-16
4352.0347 1.49157e-16
4353.2871 1.50957e-16
