WAVE,FLUX,ERR,BGFLUX
3336.886,1.3116991E-16,3.8589974E-17,3.778339E-16
3340.966,2.0125478E-16,3.8645203E-17,4.0123755E-16
3345.0461,7.742782E-17,3.781965E-17,5.7882007E-16
3349.126,1.3151405E-16,3.766245E-17,5.7913707E-16
3353.206,7.1699857E-17,3.6486838E-17,5.926674E-16
3357.2861,8.6367145E-17,3.4508764E-17,4.0859308E-16
3361.3662,1.3414763E-16,3.477618E-17,4.621094E-16
3365.446,4.536057E-17,3.3169823E-17,4.5201664E-16
3369.5261,5.117465E-17,3.2405207E-17,4.2705043E-16
3373.6062,1.3669284E-16,3.2397978E-17,3.9544485E-16
3377.686,1.7896323E-16,3.1634748E-17,2.903312E-16
3381.766,1.5141095E-16,3.1187604E-17,3.5237555E-16
3385.8462,1.2246875E-16,3.0478204E-17,3.8581258E-16
3389.926,7.076515E-17,2.9267725E-17,3.7829076E-16
3394.006,9.528453E-17,2.8839705E-17,3.521222E-16
3398.0862,1.7266581E-16,2.9351293E-17,3.885892E-16
3402.166,1.5804593E-16,2.8268375E-17,3.3857953E-16
3406.246,1.76439E-16,2.8013024E-17,3.414701E-16
3410.3262,2.256785E-16,2.786965E-17,3.2608196E-16
3414.406,1.4686825E-16,2.6709594E-17,3.437821E-16
3418.486,1.4632399E-16,2.6046382E-17,3.19704E-16
3422.5662,1.6929644E-16,2.5589072E-17,2.8996696E-16
3426.646,1.5904326E-16,2.5434166E-17,3.3848384E-16
3430.726,1.2559006E-16,2.4873195E-17,3.7320163E-16
3434.8062,1.3779609E-16,2.4935904E-17,4.2367535E-16
3438.886,1.9994157E-16,2.4792965E-17,3.6812706E-16
3442.966,1.2088808E-16,2.3797717E-17,3.9178384E-16
3447.0461,1.9789556E-16,2.318442E-17,2.457334E-16
3451.126,1.1730656E-16,2.2747148E-17,3.5252905E-16
3455.206,1.731789E-16,2.2523395E-17,2.9088504E-16
3459.2861,1.5183611E-16,2.2292104E-17,3.3946058E-16
3463.3662,1.3851252E-16,2.2281883E-17,3.983233E-16
3467.446,1.5568414E-16,2.2304116E-17,4.287292E-16
3471.5261,1.4700907E-16,2.1860284E-17,4.2026588E-16
3475.6062,1.2507128E-16,2.103819E-17,3.7527268E-16
3479.686,1.8323889E-16,2.0710561E-17,2.847393E-16
3483.766,1.1671622E-16,1.9923037E-17,3.10308E-16
3487.8462,1.3692217E-16,1.970294E-17,2.9477673E-16
3491.926,1.2232143E-16,1.9398674E-17,2.944777E-16
3496.006,1.2177623E-16,1.9077513E-17,2.8841557E-16
3500.0862,1.9100431E-16,1.9258647E-17,2.566919E-16
3504.166,1.6689759E-16,1.8859357E-17,2.6784879E-16
3508.246,1.1823519E-16,1.8270259E-17,2.8626664E-16
3512.3262,9.6207074E-17,1.756097E-17,2.4250958E-16
3516.406,8.843707E-17,1.7473477E-17,2.7417514E-16
3520.486,1.4504792E-16,1.7724002E-17,2.5952208E-16
3524.5662,1.1654187E-16,1.7419084E-17,2.888687E-16
3528.646,1.4130159E-16,1.7832098E-17,3.487781E-16
3532.726,1.2278411E-16,1.7766682E-17,3.8611558E-16
