WAVE,FLUX,ERR,BGFLUX
3336.886,1.8805295E-16,3.8807205E-17,3.058873E-16
3340.966,3.842154E-17,3.7183608E-17,4.117215E-16
3345.0461,2.943652E-18,3.7525614E-17,5.841112E-16
3349.126,1.5411768E-16,3.7489655E-17,4.900284E-16
3353.206,9.176355E-17,3.6173912E-17,5.024867E-16
3357.2861,1.1661322E-16,3.5019876E-17,4.1208666E-16
3361.3662,1.2768454E-16,3.47036E-17,4.482713E-16
3365.446,1.8092084E-19,3.2636983E-17,4.1128492E-16
3369.5261,1.7468187E-16,3.3260148E-17,3.7318628E-16
3373.6062,2.889368E-17,3.113658E-17,3.8378864E-16
3377.686,8.9547734E-17,3.1827945E-17,4.1436352E-16
3381.766,1.7447357E-16,3.0259504E-17,2.3959116E-16
3385.8462,9.28898E-17,2.9708946E-17,3.393227E-16
3389.926,8.464705E-17,2.8802753E-17,3.156389E-16
3394.006,2.1533671E-16,2.9112307E-17,2.5681557E-16
3398.0862,1.977805E-16,2.8681843E-17,2.9506843E-16
3402.166,1.5683743E-16,2.7800743E-17,3.0221974E-16
3406.246,3.2511755E-17,2.647166E-17,3.5033198E-16
3410.3262,2.3796194E-16,2.705532E-17,2.419025E-16
3414.406,9.751659E-17,2.5987212E-17,3.2955135E-16
3418.486,1.0202126E-16,2.5698485E-17,3.4936395E-16
3422.5662,1.0272619E-16,2.4985255E-17,3.1497187E-16
3426.646,6.631462E-17,2.425096E-17,3.2246878E-16
3430.726,1.8489063E-16,2.488988E-17,3.1940453E-16
3434.8062,1.4072575E-16,2.4492411E-17,3.863514E-16
3438.886,1.7907133E-16,2.421367E-17,3.4645434E-16
3442.966,1.6895384E-16,2.3514164E-17,3.1466017E-16
3447.0461,1.5463287E-16,2.2676543E-17,2.71158E-16
3451.126,2.3131324E-16,2.276267E-17,2.3967808E-16
3455.206,1.7197663E-16,2.2007916E-17,2.5211629E-16
3459.2861,1.2914439E-16,2.1615083E-17,3.002965E-16
3463.3662,1.1338014E-16,2.1635845E-17,3.7204967E-16
3467.446,1.5164492E-16,2.1656674E-17,3.7777492E-16
3471.5261,1.7668446E-16,2.1129645E-17,3.1033725E-16
3475.6062,8.323228E-17,2.0476284E-17,3.7221873E-16
3479.686,1.3678309E-16,1.9963184E-17,2.7454485E-16
3483.766,1.6914998E-16,1.9967736E-17,2.7138345E-16
3487.8462,1.1557939E-16,1.9083447E-17,2.615673E-16
3491.926,1.6767165E-16,1.9263632E-17,2.5246945E-16
3496.006,1.340307E-16,1.8787796E-17,2.6197813E-16
3500.0862,1.9065507E-16,1.8803174E-17,2.221205E-16
3504.166,1.5312073E-16,1.8106138E-17,2.0578127E-16
3508.246,1.4340793E-16,1.7888737E-17,2.2775763E-16
3512.3262,1.3087834E-16,1.7871095E-17,2.3363577E-16
3516.406,1.8153095E-16,1.7537528E-17,1.8830702E-16
3520.486,1.6525739E-16,1.7482863E-17,2.2740852E-16
3524.5662,1.328336E-16,1.7212002E-17,2.587519E-16
3528.646,1.4495734E-16,1.771661E-17,3.5194439E-16
3532.726,1.71469E-16,1.75791E-17,3.2207033E-16
3536.8062,1.4068675E-16,1.7296613E-17,3.4852703E-16
3540.886,1.3180367E-16,1.7072917E-17,3.56862E-16
3544.966,1.554295E-16,1.6968394E-17,3.3154894E-16
3549.0461,1.6165924E-16,1.6473505E-17,2.735713E-16
3553.126,1.5886178E-16,1.6300755E-17,2.8378124E-16
3557.206,1.4918595E-16,1.5640712E-17,2.2421436E-16
3561.2861,1.8144138E-16,1.5697588E-17,2.1199245E-16
3565.3662,1.4705257E-16,1.521484E-17,2.0732618E-16
3569.446,1.4558548E-16,1.4920734E-17,1.8506581E-16
3573.5261,1.3326823E-16,1.4670503E-17,1.9096591E-16
3577.6062,1.6375615E-16,1.4668263E-17,1.6958926E-16
3581.686,1.253236E-16,1.4456392E-17,2.1400988E-16
3585.766,9.440201E-17,1.4252234E-17,2.4138104E-16
3589.8462,1.4079691E-16,1.431694E-17,2.1483393E-16
3593.926,1.8498537E-16,1.4059867E-17,1.4005767E-16
3598.006,1.2906344E-16,1.3750384E-17,1.8839598E-16
3602.0862,1.3910073E-16,1.3695459E-17,1.8300394E-16
3606.166,1.5783515E-16,1.3871813E-17,2.0362433E-16
3610.246,1.5589444E-16,1.371467E-17,2.0185092E-16
3614.3262,1.147632E-16,1.35443794E-17,2.5021194E-16
3618.406,1.542561E-16,1.3673E-17,2.375619E-16
3622.486,1.3843349E-16,1.3438463E-17,2.4011378E-16
3626.5662,1.3495583E-16,1.338445E-17,2.5823626E-16
3630.646,1.581594E-16,1.3284443E-17,2.288781E-16
3634.726,1.1072961E-16,1.2966732E-17,2.5981926E-16
3638.8062,1.4377446E-16,1.288991E-17,2.2387454E-16
3642.886,1.4048031E-16,1.2707086E-17,2.2102048E-16
3646.966,1.4112352E-16,1.26031645E-17,2.1918399E-16
3651.0461,1.4223688E-16,1.2619028E-17,2.3509998E-16
3655.126,1.1338153E-16,1.2298715E-17,2.4249232E-16
3659.206,1.4995277E-16,1.233168E-17,2.1566221E-16
3663.2861,1.3510157E-16,1.2049908E-17,2.0663141E-16
3667.3662,1.7856159E-16,1.21516265E-17,1.8045276E-16
3671.446,1.3064336E-16,1.1691351E-17,1.9264367E-16
3675.5261,1.3389645E-16,1.1603971E-17,1.885125E-16
3679.6062,1.3676549E-16,1.1551158E-17,1.8994948E-16
3683.686,1.2813356E-16,1.1434532E-17,1.9881518E-16
3687.766,1.6867817E-16,1.1588239E-17,1.8353204E-16
3691.8462,1.479834E-16,1.1595062E-17,2.2729174E-16
3695.926,1.528068E-16,1.15832045E-17,2.3780884E-16
3700.006,1.6750819E-16,1.14647556E-17,2.133628E-16
3704.0862,1.6550295E-16,1.1387354E-17,2.1648029E-16
3708.166,1.5344432E-16,1.1248076E-17,2.242276E-16
3712.246,1.2684563E-16,1.091222E-17,2.2126007E-16
3716.3262,1.6849444E-16,1.0953182E-17,1.8627361E-16
3720.406,1.272867E-16,1.0810994E-17,2.3261663E-16
3724.486,1.720934E-16,1.1048725E-17,2.2494773E-16
3728.5662,1.4073505E-16,1.073711E-17,2.3024402E-16
3732.646,1.5441641E-16,1.0825615E-17,2.4046246E-16
3736.726,1.504026E-16,1.0640037E-17,2.2669696E-16
3740.8062,1.5435549E-16,1.05882485E-17,2.2371374E-16
3744.886,1.3557147E-16,1.0299406E-17,2.1597272E-16
3748.966,1.2755268E-16,1.0094878E-17,2.0655609E-16
3753.0461,1.1262562E-16,9.824622E-18,1.9638611E-16
3757.126,1.3156869E-16,9.86776E-18,1.8616863E-16
3761.206,1.4544255E-16,9.822618E-18,1.7362025E-16
3765.2861,1.5724557E-16,9.9667554E-18,1.9168619E-16
3769.3662,1.5531988E-16,9.991388E-18,2.0942164E-16
3773.446,1.5129889E-16,9.919946E-18,2.1511806E-16
3777.5261,1.4840781E-16,9.732616E-18,1.9934036E-16
3781.6062,1.5193516E-16,9.626638E-18,1.8707079E-16
3785.686,1.4564833E-16,9.473352E-18,1.8098362E-16
3789.766,1.3922118E-16,9.421878E-18,1.8929376E-16
3793.8462,1.6384189E-16,9.440862E-18,1.7055984E-16
3797.926,1.5859717E-16,9.435777E-18,1.8606888E-16
3802.006,1.4188335E-16,9.255752E-18,1.8990207E-16
3806.0862,1.2562477E-16,9.194891E-18,2.0929901E-16
3810.166,1.3852624E-16,9.113474E-18,1.8896593E-16
3814.246,1.8089193E-16,9.2334756E-18,1.6222052E-16
3818.3262,1.4326989E-16,8.972111E-18,1.7536769E-16
3822.406,1.7063495E-16,9.1726985E-18,1.8316301E-16
3826.486,1.4899949E-16,9.105639E-18,2.0899601E-16
3830.5662,1.7586864E-16,9.243824E-18,2.0503262E-16
3834.646,1.8598056E-16,9.131168E-18,1.8130879E-16
3838.726,1.7488221E-16,9.179458E-18,2.1221916E-16
3842.8062,1.750914E-16,9.088463E-18,2.0372416E-16
3846.886,1.8462266E-16,9.028643E-18,1.891439E-16
3850.966,1.6533304E-16,8.867736E-18,1.9397995E-16
3855.0461,1.348302E-16,8.557875E-18,1.8982236E-16
3859.126,1.6942132E-16,8.681073E-18,1.7141387E-16
3863.206,1.8314884E-16,8.631189E-18,1.5214117E-16
3867.2861,1.5078646E-16,8.437549E-18,1.687774E-16
3871.3662,1.8453288E-16,8.616738E-18,1.6253887E-16
3875.446,1.763419E-16,8.65274E-18,1.4477886E-16
3879.5261,1.8375202E-16,8.469022E-18,1.4960248E-16
3883.6062,1.6955397E-16,8.3148774E-18,1.4781536E-16
3887.686,1.5456374E-16,8.248901E-18,1.6130872E-16
3891.766,1.6831061E-16,8.360275E-18,1.689874E-16
3895.8462,1.7793427E-16,8.358188E-18,1.6122323E-16
3899.926,1.8115652E-16,8.4072735E-18,1.7116572E-16
3904.006,1.7646138E-16,8.415772E-18,1.8534212E-16
3908.0862,1.7012835E-16,8.451438E-18,2.0298876E-16
3912.166,1.5286106E-16,8.3321895E-18,2.1211938E-16
3916.246,1.6957899E-16,8.208662E-18,1.7176346E-16
3920.3262,1.4028542E-16,7.941226E-18,1.688407E-16
3924.406,1.4178302E-16,7.852714E-18,1.573546E-16
3928.486,1.5248438E-16,7.719655E-18,1.2410309E-16
3932.5662,1.5643015E-16,7.775759E-18,1.3284665E-16
3936.646,1.8008474E-16,7.987305E-18,1.4123516E-16
3940.726,1.8737543E-16,8.08199E-18,1.5254478E-16
3944.8062,1.6529484E-16,8.0885864E-18,1.8766162E-16
3948.886,1.8656179E-16,8.15353E-18,1.7473457E-16
3952.966,1.7816083E-16,8.114032E-18,1.8294702E-16
3957.0461,1.925312E-16,8.139477E-18,1.7302981E-16
3961.1262,2.13526E-16,8.0893756E-18,1.3817855E-16
3965.206,2.2084057E-16,8.022813E-18,1.2201435E-16
3969.2861,2.0766999E-16,8.0138945E-18,1.4198055E-16
3973.3662,1.8614603E-16,7.883222E-18,1.5062591E-16
3977.446,1.7428713E-16,7.973133E-18,1.8429314E-16
3981.5261,1.6213366E-16,7.84083E-18,1.8208988E-16
3985.6062,1.8980437E-16,7.977957E-18,1.7357996E-16
3989.686,2.0286605E-16,8.143908E-18,1.8904478E-16
3993.766,2.2342985E-16,8.224169E-18,1.7988636E-16
3997.8462,2.0061521E-16,8.087329E-18,1.8662759E-16
4001.926,2.0544019E-16,8.1044485E-18,1.8900166E-16
4006.006,1.7953743E-16,8.373556E-18,2.0081575E-16
4010.0862,1.4594812E-16,7.781697E-18,2.1404552E-16
4014.166,1.3712966E-16,7.7366575E-18,2.2051214E-16
4018.246,1.2737089E-16,7.580412E-18,2.0778658E-16
4022.3262,1.3385633E-16,7.51021E-18,1.8844043E-16
4026.406,1.7865031E-16,7.861015E-18,1.9546602E-16
4030.486,1.9241151E-16,7.9388634E-18,1.9466716E-16
4034.5662,1.9783665E-16,8.0443075E-18,2.0755759E-16
4038.646,2.155099E-16,8.074806E-18,1.9121327E-16
4042.726,1.9373069E-16,8.055934E-18,2.1848332E-16
4046.8062,1.8409863E-16,7.976379E-18,2.1985436E-16
4050.886,1.9102308E-16,7.997926E-18,2.167049E-16
4054.966,2.0621681E-16,8.032092E-18,2.0471783E-16
4059.0461,1.995557E-16,8.006473E-18,2.1171861E-16
4063.1262,2.0244368E-16,8.003348E-18,2.084909E-16
4067.206,2.0088154E-16,7.963531E-18,2.0525039E-16
4071.2861,1.7625436E-16,7.776978E-18,2.0533992E-16
4075.3662,1.6588202E-16,7.687185E-18,2.0466501E-16
4079.446,1.6646142E-16,7.761247E-18,2.2101186E-16
4083.5261,1.9166425E-16,7.836533E-18,2.0251126E-16
4087.6062,2.1215469E-16,7.983251E-18,2.0481169E-16
4091.686,2.184241E-16,7.947812E-18,1.9052638E-16
4095.766,2.1135755E-16,7.8861414E-18,1.9019139E-16
4099.846,2.2925974E-16,7.973048E-18,1.8394448E-16
4103.9263,2.24613E-16,7.946153E-18,1.8721081E-16
4108.006,2.1065838E-16,7.866315E-18,1.9320505E-16
4112.086,1.8109804E-16,7.6881955E-18,1.9908542E-16
4116.166,1.5137287E-16,7.448863E-18,1.9650995E-16
4120.246,1.339172E-16,7.307101E-18,1.9836719E-16
4124.326,1.1496302E-16,7.137939E-18,1.9407706E-16
4128.4062,1.2534221E-16,7.2616226E-18,2.0360495E-16
4132.4863,1.3602544E-16,7.342089E-18,2.0502758E-16
4136.566,1.7609123E-16,7.581735E-18,1.9604755E-16
4140.646,2.0391345E-16,7.820676E-18,2.0626036E-16
4144.726,2.246397E-16,7.866215E-18,1.8799543E-16
4148.806,2.01446E-16,7.698175E-18,1.8874251E-16
4152.886,1.8091405E-16,7.552725E-18,1.8921598E-16
4156.9663,1.4707786E-16,7.3650185E-18,2.0206672E-16
4161.046,1.2653182E-16,7.256462E-18,2.1050943E-16
4165.126,1.532586E-16,7.464684E-18,2.1534406E-16
4169.206,1.8298993E-16,7.689901E-18,2.1916954E-16
4173.286,2.1940329E-16,7.9513506E-18,2.2217568E-16
4177.366,2.5090267E-16,8.0994324E-18,2.1058126E-16
4181.4463,2.6914292E-16,8.159832E-18,2.0105643E-16
4185.526,2.5940037E-16,8.103552E-18,2.0279922E-16
4189.606,2.7223284E-16,8.1323675E-18,1.9394167E-16
4193.686,2.8349129E-16,8.122384E-18,1.7922549E-16
4197.766,2.71073E-16,8.100289E-18,1.9338904E-16
4201.846,2.782051E-16,8.087707E-18,1.8098245E-16
4205.9263,2.866546E-16,8.2110075E-18,1.9646622E-16
4210.006,3.033455E-16,8.271606E-18,1.8862771E-16
4214.086,3.0008268E-16,8.2722636E-18,1.9443688E-16
4218.166,2.9500556E-16,8.2134775E-18,1.901415E-16
4222.246,2.9643856E-16,8.1903164E-18,1.8348309E-16
4226.326,3.0519915E-16,8.194947E-18,1.7630995E-16
4230.4062,2.791566E-16,8.031492E-18,1.7697496E-16
4234.4863,2.789243E-16,8.018137E-18,1.7669946E-16
4238.566,2.805437E-16,8.092485E-18,1.9034739E-16
4242.646,2.8368457E-16,8.0717186E-18,1.853508E-16
4246.726,2.7311672E-16,8.046694E-18,1.9284279E-16
4250.806,2.8877931E-16,8.092433E-18,1.8337996E-16
4254.886,2.808895E-16,8.092275E-18,1.9620725E-16
4258.9663,2.8067437E-16,8.044496E-18,1.8573736E-16
4263.046,2.7701765E-16,8.082724E-18,1.987475E-16
4267.126,2.7493816E-16,8.030185E-18,1.9179511E-16
4271.206,2.8966944E-16,8.059806E-18,1.7936199E-16
4275.286,2.701666E-16,7.972084E-18,1.8717043E-16
4279.366,2.8689175E-16,8.027941E-18,1.775794E-16
4283.4463,2.874594E-16,8.086431E-18,1.898343E-16
4287.526,2.9559007E-16,8.101254E-18,1.827867E-16
4291.606,2.8933393E-16,8.017406E-18,1.7466426E-16
4295.686,2.5365045E-16,7.7397826E-18,1.6639091E-16
4299.766,2.4829384E-16,7.65394E-18,1.5808467E-16
4303.846,2.4423713E-16,7.611117E-18,1.552178E-16
4307.9263,2.8002848E-16,7.910084E-18,1.6776112E-16
4312.0063,2.922561E-16,8.025997E-18,1.771558E-16
4316.086,2.924383E-16,8.09447E-18,1.9169622E-16
4320.166,3.00172E-16,8.136012E-18,1.91693E-16
4324.246,2.9541553E-16,8.12445E-18,1.9534274E-16
4328.326,3.0347541E-16,8.113931E-18,1.8471382E-16
4332.4062,2.7701035E-16,7.996527E-18,1.9537506E-16
4336.4863,2.7801517E-16,7.9520975E-18,1.8568683E-16
4340.566,2.7150696E-16,7.955587E-18,1.9508948E-16
4344.646,2.972794E-16,8.068668E-18,1.847898E-16
4348.726,3.0188535E-16,8.067135E-18,1.7915573E-16
4352.806,2.9493555E-16,8.047049E-18,1.8430823E-16
4356.886,2.9647887E-16,8.079576E-18,1.8987616E-16
4360.9663,2.9850513E-16,8.142944E-18,2.0035973E-16
4365.046,3.0117858E-16,8.170812E-18,2.0299931E-16
4369.126,3.0543407E-16,8.1085314E-18,1.8557941E-16
4373.206,2.883323E-16,8.0320544E-18,1.9214135E-16
4377.286,2.8360495E-16,8.01516E-18,1.95659E-16
4381.366,2.5149242E-16,7.991013E-18,2.357E-16
4385.4463,2.716941E-16,7.990258E-18,2.0660116E-16
4389.526,2.8331185E-16,7.9612536E-18,1.8648272E-16
4393.606,2.9055345E-16,8.014275E-18,1.8765826E-16
4397.686,2.9156028E-16,8.0074185E-18,1.8505932E-16
4401.766,2.7760478E-16,7.9907765E-18,2.0095307E-16
4405.846,3.0392807E-16,8.178993E-18,2.0717203E-16
4409.9263,2.870187E-16,8.226078E-18,2.2118738E-16
4414.0063,3.2235774E-16,8.323188E-18,2.0341458E-16
4418.086,2.9315763E-16,8.228809E-18,2.3236938E-16
4422.166,2.8638367E-16,8.154717E-18,2.2521084E-16
4426.246,3.0443058E-16,8.231127E-18,2.1718486E-16
4430.326,2.8337397E-16,8.049143E-18,2.0754022E-16
4434.4062,2.741164E-16,8.006846E-18,2.100334E-16
4438.4863,3.042832E-16,8.092877E-18,1.8983258E-16
4442.566,3.1646453E-16,8.247875E-18,2.0734132E-16
4446.646,3.0274982E-16,8.1937004E-18,2.1455873E-16
4450.726,2.9596866E-16,8.0503335E-18,1.9264516E-16
4454.806,3.2818853E-16,8.217162E-18,1.8620442E-16
4458.886,3.002833E-16,8.089326E-18,1.94543E-16
4462.9663,2.9499286E-16,8.082006E-18,2.0057702E-16
4467.046,3.1411592E-16,8.161039E-18,1.9100365E-16
4471.126,3.1497307E-16,8.199574E-18,1.9809312E-16
4475.206,2.9816452E-16,8.1544036E-18,2.109213E-16
4479.286,2.8392505E-16,8.04636E-18,2.0760833E-16
4483.366,2.8125043E-16,7.954607E-18,1.9140787E-16
4487.4463,2.9555312E-16,8.088737E-18,2.0004104E-16
4491.526,2.836992E-16,8.0718145E-18,2.1189384E-16
4495.606,3.020718E-16,8.095979E-18,1.9316278E-16
4499.686,2.8526807E-16,7.978622E-18,1.9187381E-16
4503.766,2.6149778E-16,7.891847E-18,2.0443267E-16
4507.846,2.598106E-16,7.8948475E-18,2.0699182E-16
4511.9263,2.4564845E-16,7.793584E-18,2.0542341E-16
4516.0063,2.4006846E-16,7.801763E-18,2.1431473E-16
4520.086,2.7419706E-16,7.923831E-18,1.9449336E-16
4524.166,3.0203805E-16,8.14675E-18,2.044661E-16
4528.246,3.0435103E-16,8.14696E-18,2.0183177E-16
4532.326,3.2174335E-16,8.255539E-18,2.0182237E-16
4536.4062,3.0460769E-16,8.18667E-18,2.0950696E-16
4540.4863,3.0511763E-16,8.227009E-18,2.184956E-16
4544.566,3.1756904E-16,8.241381E-18,2.056441E-16
4548.646,2.6833337E-16,8.025007E-18,2.241541E-16
4552.726,2.8397995E-16,8.072935E-18,2.1106166E-16
4556.806,2.8825685E-16,8.106471E-18,2.1257791E-16
4560.886,2.9661326E-16,8.171399E-18,2.1476269E-16
4564.9663,3.2377824E-16,8.3057156E-18,2.0811365E-16
4569.046,3.3802814E-16,8.388759E-18,2.0782299E-16
4573.126,3.5724708E-16,8.4200576E-18,1.8991262E-16
4577.206,3.6765979E-16,8.534837E-18,2.0020587E-16
4581.286,3.3963644E-16,8.3476495E-18,1.9652882E-16
4585.366,3.3690796E-16,8.374181E-18,2.0497937E-16
4589.4463,3.1458875E-16,8.224285E-18,2.0085216E-16
4593.526,3.0196328E-16,8.166637E-18,2.0630364E-16
4597.606,2.903812E-16,8.09205E-18,2.0494994E-16
4601.686,3.0791572E-16,8.231156E-18,2.1178025E-16
4605.766,3.209276E-16,8.3131064E-18,2.1138716E-16
4609.846,3.3035058E-16,8.340728E-18,2.0433837E-16
4613.9263,3.216839E-16,8.272058E-18,2.0131415E-16
4618.0063,3.2799305E-16,8.375162E-18,2.1435074E-16
4622.086,3.4016973E-16,8.360115E-18,1.9696384E-16
4626.166,3.4571602E-16,8.408131E-18,1.9885501E-16
4630.246,3.3980127E-16,8.432005E-18,2.1025707E-16
4634.326,3.3790987E-16,8.434039E-18,2.135629E-16
4638.4062,3.4792882E-16,8.441982E-18,2.0188717E-16
4642.4863,3.257991E-16,8.350419E-18,2.0955258E-16
4646.566,3.2709416E-16,8.362962E-18,2.1137842E-16
4650.646,3.5394963E-16,8.491788E-18,2.0389579E-16
4654.726,3.6417377E-16,8.5595665E-18,2.0504966E-16
4658.806,3.6808163E-16,8.578273E-18,2.0436859E-16
4662.886,3.4631826E-16,8.483549E-18,2.1056252E-16
4666.9663,3.4892977E-16,8.466848E-18,2.0416453E-16
4671.046,3.4246463E-16,8.430523E-18,2.0395868E-16
4675.126,3.146888E-16,8.325616E-18,2.1679239E-16
4679.206,3.3051472E-16,8.411203E-18,2.1443829E-16
4683.286,3.6877268E-16,8.572808E-18,1.9961771E-16
4687.366,3.6681757E-16,8.588448E-18,2.0583386E-16
4691.4463,3.7560022E-16,8.670208E-18,2.1253426E-16
4695.526,3.8624062E-16,8.677815E-18,2.0024477E-16
4699.606,3.6379049E-16,8.564225E-18,2.0354591E-16
4703.686,3.6370795E-16,8.569587E-18,2.048393E-16
4707.766,3.7327366E-16,8.58204E-18,1.943275E-16
4711.846,3.7662224E-16,8.627501E-18,1.9983994E-16
4715.9263,3.769688E-16,8.6555195E-18,2.0599701E-16
4720.0063,4.0082954E-16,8.761407E-18,1.9784738E-16
4724.086,3.8634232E-16,8.7158665E-18,2.056647E-16
4728.166,3.9977356E-16,8.7613415E-18,2.0056589E-16
4732.246,4.057866E-16,8.816341E-18,2.029292E-16
4736.326,3.9037102E-16,8.6835196E-18,1.9191694E-16
4740.4062,3.6651457E-16,8.593838E-18,2.0309428E-16
4744.4863,3.502248E-16,8.521434E-18,2.0855571E-16
4748.566,3.5755045E-16,8.58671E-18,2.136068E-16
4752.646,3.5459237E-16,8.534852E-18,2.0460122E-16
4756.726,3.6853909E-16,8.586586E-18,1.9701555E-16
4760.806,3.507734E-16,8.5160105E-18,2.0379253E-16
4764.886,3.6595468E-16,8.5742465E-18,1.9747972E-16
4768.9663,3.5871634E-16,8.547163E-18,2.0032806E-16
4773.046,3.6482347E-16,8.575669E-18,1.9816725E-16
4777.126,3.658024E-16,8.64428E-18,2.1129868E-16
4781.206,3.7920212E-16,8.716408E-18,2.0982105E-16
4785.286,3.9681845E-16,8.7828706E-18,2.0068341E-16
4789.366,3.82896E-16,8.740557E-18,2.0815722E-16
4793.4463,3.864777E-16,8.775771E-18,2.1184417E-16
4797.526,3.903792E-16,8.755202E-18,2.0204538E-16
4801.606,3.6428942E-16,8.671314E-18,2.1580631E-16
4805.686,3.9448183E-16,8.790502E-18,1.9266093E-16
4809.766,4.0098532E-16,8.808363E-18,1.8864236E-16
4813.846,3.6743453E-16,8.73002E-18,2.071233E-16
4817.9263,3.814968E-16,8.816566E-18,2.234089E-16
4822.0063,3.8812783E-16,8.808097E-18,2.1197914E-16
4826.086,3.960223E-16,8.872673E-18,2.1553831E-16
4830.166,3.9800956E-16,8.956211E-18,2.31581E-16
4834.246,3.9224113E-16,8.907139E-18,2.2765869E-16
4838.326,3.9317914E-16,8.935159E-18,2.317958E-16
4842.4062,3.9702576E-16,8.883498E-18,2.1511602E-16
4846.4863,3.8958587E-16,8.835716E-18,2.1228293E-16
4850.566,4.0251847E-16,8.855969E-18,2.0050563E-16
4854.646,4.0201917E-16,8.8265035E-18,1.944086E-16
4858.726,3.9720027E-16,8.8255895E-18,1.9946971E-16
4862.806,3.7836125E-16,8.677515E-18,1.9138376E-16
4866.886,3.7025946E-16,8.623842E-18,1.8838504E-16
4870.9663,3.7669217E-16,8.7034166E-18,1.9671488E-16
4875.046,3.7053483E-16,8.650238E-18,1.9424486E-16
4879.126,3.6332888E-16,8.761758E-18,2.273042E-16
4883.206,3.7915855E-16,8.823768E-18,2.1829112E-16
