WAVE,FLUX,ERR,SKYBACK
5988.5674,0.0,7.483436E-18,2.5175122E-16
5992.7817,4.6183884E-16,7.526754E-18,2.555413E-16
5996.996,4.5904014E-16,7.491784E-18,2.5088444E-16
6001.21,4.5210024E-16,7.446954E-18,2.5053758E-16
6005.4243,4.402962E-16,7.3396364E-18,2.3709657E-16
6009.638,4.4033286E-16,7.320027E-18,2.33779E-16
6013.8525,4.3882358E-16,7.3171355E-18,2.3566005E-16
6018.067,4.4356108E-16,7.292039E-18,2.2482737E-16
6022.281,4.369279E-16,7.28227E-18,2.327251E-16
6026.495,4.3328356E-16,7.3085675E-18,2.4696588E-16
6030.7095,4.357603E-16,7.244257E-18,2.2827445E-16
6034.9233,4.487178E-16,7.291182E-18,2.2500416E-16
6039.1377,4.3196126E-16,7.226986E-18,2.3085152E-16
6043.352,4.3507114E-16,7.218372E-18,2.2690536E-16
6047.566,4.4661173E-16,7.375542E-18,2.1674636E-16
6051.7803,4.3326431E-16,7.186782E-18,2.247366E-16
6055.994,4.4451934E-16,7.231105E-18,2.2426838E-16
6060.2085,4.2280142E-16,7.123592E-18,2.2583997E-16
6064.423,4.339488E-16,7.173855E-18,2.2524448E-16
6068.6367,4.3695928E-16,7.1400824E-18,2.1553577E-16
6072.851,4.4424136E-16,7.17836E-18,2.1783918E-16
6077.0654,4.3407966E-16,7.1163845E-18,2.1603058E-16
6081.2793,4.5050675E-16,7.169262E-18,2.1082107E-16
6085.4937,4.4224117E-16,7.1416185E-18,2.1547915E-16
6089.708,4.416783E-16,7.142891E-18,2.183182E-16
6093.922,4.3896405E-16,7.1319E-18,2.2137333E-16
6098.136,4.4444835E-16,7.145839E-18,2.1943183E-16
6102.3506,4.359337E-16,7.135511E-18,2.1940021E-16
6106.5645,4.4106313E-16,7.140331E-18,2.1583859E-16
6110.779,4.494095E-16,7.115959E-18,2.1073695E-16
6114.9927,4.4533546E-16,7.086733E-18,2.0950366E-16
6119.207,4.3555369E-16,7.019644E-18,2.0517101E-16
6123.4214,4.3483252E-16,7.015729E-18,2.0719719E-16
