WAVE,FLUX,ERR,BGFLUX
9883.9375,2.8381461E-16,2.2359661E-17,5.749068E-16
9888.151,2.852122E-16,2.3385759E-17,7.224521E-16
9892.365,3.1024768E-16,2.3682886E-17,7.0305577E-16
9896.58,3.3965174E-16,2.407213E-17,7.016342E-16
9900.794,3.3585997E-16,2.3792843E-17,6.2784046E-16
9905.009,3.0387675E-16,2.4949405E-17,8.475694E-16
9909.223,3.159563E-16,2.6963883E-17,1.1776333E-15
9913.437,3.456265E-16,2.7806073E-17,1.2637183E-15
9917.651,3.4714084E-16,2.765836E-17,1.1915857E-15
9921.865,3.5774378E-16,2.5403908E-17,7.137667E-16
9926.08,2.8642128E-16,2.381039E-17,5.0964945E-16
9930.294,3.3828974E-16,2.5042384E-17,6.0647326E-16
9934.508,2.9506284E-16,2.800886E-17,1.1766848E-15
9938.723,3.9574226E-16,3.1499253E-17,1.6999496E-15
9942.937,2.9518124E-16,3.2961877E-17,2.1165558E-15
9947.151,3.36467E-16,3.427062E-17,2.2944136E-15
9951.365,3.6955944E-16,3.4232238E-17,2.1809855E-15
9955.579,3.4359884E-16,3.3310074E-17,1.9616502E-15
9959.794,3.4932647E-16,3.2601865E-17,1.7494008E-15
9964.008,3.6067092E-16,3.1515224E-17,1.4605808E-15
9968.223,3.726563E-16,2.974951E-17,1.0560617E-15
9972.437,2.7770722E-16,2.8465386E-17,9.140236E-16
9976.65,2.5606928E-16,2.8410742E-17,8.212969E-16
9980.865,2.6618876E-16,2.4538852E-17,6.0359425E-16
9985.079,4.9830943E-16,4.5924078E-17,1.1300023E-15
