3400.5 36.743
3401.5 28.768
3402.6 6.6388
3403.7 25.907
3404.7 23.452
3405.8 50.549
3406.9 38.521
3407.9 12.883
3409.0 21.082
3410.0 21.277
3411.1 27.896
3412.2 11.079
3413.2 33.474
3414.3 19.6
3415.4 35.002
3416.4 5.9023
3417.5 25.845
3418.6 21.085
3419.6 22.339
3420.7 13.248
3421.7 27.155
3422.8 34.792
3423.9 22.98
3424.9 5.8991
3426.0 32.91
3427.1 60.128
3428.1 -1.0634
3429.2 19.989
3430.3 32.572
3431.3 19.335
3432.4 8.1035
3433.5 25.772
3434.5 18.275
3435.6 30.868
3436.6 18.814
3437.7 41.124
3438.8 44.619
3439.8 0.14582
3440.9 25.227
3442.0 29.266
3443.0 42.837
3444.1 2.7685
3445.2 12.625
3446.2 28.473
3447.3 16.332
3448.4 17.497
3449.4 19.658
3450.5 21.48
3451.6 25.919
3452.6 21.87
3453.7 1.2181
3454.7 32.408
3455.8 46.261
3456.9 -3.2186
3457.9 22.434
3459.0 7.6282
3460.1 10.291
3461.1 -14.549
3462.2 24.714
3463.3 2.9254
3464.3 -2.3432
3465.4 -2.2157
3466.5 14.265
3467.5 0.20407
3468.6 31.703
3469.7 28.12
3470.7 18.487
3471.8 6.3405
3472.9 22.178
3473.9 34.741
3475.0 8.6864
3476.1 3.4798
3477.1 39.924
3478.2 39.712
3479.3 7.6868
3480.3 29.189
3481.4 4.076
3482.5 42.941
3483.5 2.6691
3484.6 7.4671
3485.7 18.616
3486.7 27.64
3487.8 7.354
3488.9 12.863
3489.9 18.707
3491.0 9.364
3492.1 20.527
3493.1 -7.9109
3494.2 0.30219
3495.3 18.998
3496.3 39.479
3497.4 19.041
3498.5 4.2018
3499.5 24.486
3500.6 28.018
3501.7 -10.53
3502.7 9.7396
3503.8 18.861
3504.9 12.725
3505.9 11.794
3507.0 33.124
3508.1 41.582
3509.1 31.693
3510.2 26.353
3511.3 18.69
3512.3 9.9428
3513.4 3.5917
3514.5 26.393
3515.5 26.265
3516.6 37.972
3517.7 31.3
3518.7 30.679
3519.8 18.857
3520.9 15.135
3521.9 19.596
3523.0 35.617
3524.1 20.964
3525.1 21.06
3526.2 7.04
3527.3 18.757
3528.3 15.031
3529.4 25.397
3530.5 12.95
3531.5 19.673
3532.6 7.6045
3533.7 35.05
3534.8 39.515
3535.8 29.64
3536.9 28.878
3538.0 24.941
3539.0 27.619
3540.1 6.0128
3541.2 7.9244
3542.2 42.838
3543.3 34.668
3544.4 14.556
3545.4 5.2865
3546.5 32.872
3547.6 16.871
3548.6 38.072
3549.7 22.947
3550.8 25.106
3551.9 26.228
3552.9 -0.52587
3554.0 24.895
3555.1 9.1392
3556.1 21.142
3557.2 30.86
3558.3 24.153
3559.3 11.748
3560.4 2.8522
3561.5 26.431
3562.5 27.275
3563.6 32.92
