# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2022adm
# CHANNEL = B+R
# EXPNUM = 22_043_048_003
# MJD-OBS = 59622.550833
# DATE-OBS = 2022-02-12T13:12:57
# EXPTIME = 1800.0s
# AIRMASS = 1.16
# FLUXCAL_RMS_B = 0.103 mag
# FLUXCAL_RMS_R = 0.067 mag
# RA = 14:27:51.40
# DEC = 28:10:28.99
# wl fl err
# [A] [erg/s/cm2/A]
4848.860000 2.520557e-16 1.928864e-17
4851.860000 2.458377e-16 1.886390e-17
4854.860000 2.627311e-16 2.148660e-17
4857.860000 2.364190e-16 2.121087e-17
4860.860000 2.349704e-16 1.869244e-17
4863.860000 2.313858e-16 1.870203e-17
4866.860000 2.137820e-16 2.074822e-17
4869.860000 2.205511e-16 2.068399e-17
4872.860000 2.136570e-16 1.843278e-17
4875.860000 2.371061e-16 1.931451e-17
4878.860000 2.278713e-16 2.114166e-17
4881.860000 1.961267e-16 2.032359e-17
4884.860000 2.111162e-16 1.852548e-17
4887.860000 2.181646e-16 1.959630e-17
4890.860000 2.254231e-16 2.115636e-17
4893.860000 2.416316e-16 2.013103e-17
4896.860000 2.284639e-16 1.874529e-17
4899.860000 1.960397e-16 2.021802e-17
5202.860000 1.997822e-16 3.059421e-17
5205.860000 2.581534e-16 3.150278e-17
5208.860000 2.578171e-16 3.135508e-17
5211.860000 2.498944e-16 3.207587e-17
5214.860000 2.619786e-16 3.263201e-17
5217.860000 2.545963e-16 3.353914e-17
5220.860000 2.173294e-16 3.365842e-17
5223.860000 1.857516e-16 3.385495e-17
5226.860000 2.294060e-16 3.533295e-17
5229.860000 2.772267e-16 3.654343e-17
5232.860000 2.955463e-16 3.739472e-17
5235.860000 2.825051e-16 3.756474e-17
5238.860000 2.173301e-16 3.662529e-17
5241.860000 2.265708e-16 3.597533e-17
5244.860000 2.616432e-16 3.557490e-17
5247.860000 2.424450e-16 3.454592e-17
5250.860000 2.208405e-16 3.316464e-17
5253.860000 2.189189e-16 3.219741e-17
5256.860000 2.524972e-16 3.133613e-17
