"TDE_name","mjd","mag_w2_src","magerr_w2_src","mag_m2_src","magerr_m2_src","mag_w1_src","magerr_w1_src","mag_uu_src","magerr_uu_src","mag_bb_src","magerr_bb_src","mag_vv_src","magerr_vv_src"
"AT_2018dyb",58405.9953864352,13.5622746943732,0.033123024,13.9587492444866,0.03427661,14.7152445696732,0.040082574,15.0219979619887,0.046306446,15.5443523902683,0.047843534,14.2796607913925,0.05899983
"AT_2018dyb",58409.3002095109,15.0122394856415,0.034701172,14.9746205041652,0.036040775,14.0002232138327,0.042827472,13.8244964755505,0.0512303,15.039275875532,0.052210145,14.8738842349014,0.06204653
"AT_2018dyb",58413.9603951581,13.8773472313417,0.03856802,14.6844237844451,0.039317608,15.2872971243734,0.047129046,15.0123048355097,0.053999055,15.4721304057945,0.054307047,13.8678150209658,0.066019215
"AT_2018dyb",58417.7359360866,14.1047368595678,0.03746333,14.8043288528068,0.040052556,15.3695480615429,0.04564586,14.9744642448118,0.053765908,15.6465515678673,0.05264327,14.0261333487127,0.073690444
"AT_2018dyb",58421.7797621403,15.3978876601055,0.042728208,15.4994042928615,0.042644344,14.4121351402013,0.051987182,14.7685644573516,0.06368418,14.7146368804304,0.062483888,15.1866231789566,0.07085818
"AT_2018dyb",58424.9142734549,14.7689565459078,0.052937727,14.5826285617493,0.053029213,15.1341461168075,0.06419875,15.4618022485805,0.083074965,15.7135939716455,0.07964742,14.0324443687515,0.107186556
"AT_2018dyb",58428.0254361282,15.4430354572932,0.042591784,15.9099954175331,0.0432322,14.8685790705192,0.051198807,14.3209336666321,0.06489416,14.6075341476805,0.061973196,14.7379543342033,0.07012652
"AT_2018dyb",58505.0076271768,16.3221170242015,0.05800617,16.9398131102215,0.090445,15.6807320829112,0.068494536,14.8437029972869,0.061476693,15.1278547126854,0.050247837,15.1773915833248,0.056083545
"AT_2018dyb",58512.8503390019,15.5198709591825,0.07970484,15.8400783216987,0.08473544,16.4053960731238,0.08209578,15.9631438624438,0.07256502,16.3177469794089,0.05964125,14.7223323121372,0.08409067
"AT_2018dyb",58516.6223702354,16.619353276387,0.06900196,16.9339389897389,0.068990156,15.9235287063044,0.080659665,15.1485499653942,0.07911532,14.9122703252061,0.055966027,15.0829575377792,0.06797866
"AT_2018dyb",58524.7357874567,16.3068320360754,0.08077605,15.9870178052867,0.08999711,16.3892029843953,0.08478443,16.399115882355,0.09036537,16.2544773152644,0.06856447,14.1632481719947,0.07575262
"AT_2018dyb",58528.245463472,17.1041607512732,0.07577339,16.8609981814101,0.076529734,15.6814195341936,0.083054624,15.0315108365764,0.073176,15.6155435609376,0.055187833,15.1227559353797,0.059341323
"AT_2018dyb",58532.4259028486,15.7436231493038,0.07408476,16.3613846360405,0.101945244,16.7282924466466,0.077983886,16.1993591752118,0.07510923,16.0393443021324,0.05718648,14.2072859411466,0.062003825
