"TDE_name","mjd","mag_w2_src","magerr_w2_src","mag_m2_src","magerr_m2_src","mag_w1_src","magerr_w1_src","mag_uu_src","magerr_uu_src","mag_bb_src","magerr_bb_src","mag_vv_src","magerr_vv_src"
"AT_2022wtn",59913.7677639322,16.1414944010837,0.049722992,16.5293330213917,0.06397627,16.3625056740275,0.05534057,,,,,,
"AT_2022wtn",59917.3378151472,16.6011825991792,0.03616598,16.7449935450215,0.050329305,16.5680980826668,0.0487036,16.3628313946427,0.04853805,16.9551076090801,0.049514893,16.7494279934837,0.06979251
"AT_2022wtn",59927.0751561412,16.4573020715586,0.060276482,16.599493359817,0.073187366,16.725183998121,0.061075192,,,,,,
"AT_2022wtn",59941.0058233201,16.6742541734938,0.05698786,16.6896784540853,0.075505726,16.6482759752266,0.05631323,,,,,,
"AT_2022wtn",59945.5673147762,16.670284018021,0.049934123,16.8827105099522,0.069101036,17.1370478495654,0.07107206,17.0733321959382,0.071620986,17.4242986758272,0.07063699,16.4232383531645,0.09078294
"AT_2022wtn",59949.8782360021,16.5739307071228,0.047704145,16.7677151162847,0.06426385,17.1275061871561,0.0693559,17.0195021466598,0.07157525,17.4557507607276,0.069922596,16.4180555342482,0.087981656
"AT_2022wtn",59953.2387714984,17.0396574663469,0.06268253,16.9309593854875,0.09688039,16.9210584716583,0.10505644,16.9448366784231,0.101884946,17.230072184488,0.104141824,16.8145713454271,0.121304296
"AT_2022wtn",59956.6223757144,16.6733281290765,0.049165413,16.9176301924307,0.07558082,17.1608618124371,0.069929525,17.0941828941456,0.07544272,17.3400493814529,0.06866354,16.2499390347812,0.08120851
"AT_2022wtn",59965.0928690697,17.0513840871956,0.048658136,17.211862479285,0.07376812,16.9046290203634,0.07916306,16.6842625547148,0.07746721,17.4269876544201,0.084229946,16.9777057988916,0.101620324
"AT_2022wtn",59968.0862438326,16.7446201977031,0.06515087,16.937437221771,0.088917695,16.9138108553091,0.080716275,,,,,,
"AT_2022wtn",59970.857005013,17.0463965813303,0.04869488,17.263611715753,0.07001647,16.8706318439224,0.06856626,16.8597399365495,0.08806448,17.2355857800085,0.08832652,16.9032210279592,0.10269161
"AT_2022wtn",59974.0375578581,17.1765003710884,0.046496645,17.338314693689,0.066435575,17.0105254168658,0.06695826,16.7041943273043,0.07304516,17.127792201787,0.07177503,16.9627005509333,0.10561981
"AT_2022wtn",60067.2370333743,17.506608180043,0.06576752,17.4043063890717,0.096214935,17.5506004106116,0.09151952,17.3482359670535,0.08906067,17.7283709489817,0.08891567,16.6804664916825,0.1196935
"AT_2022wtn",60072.5877404062,17.7631591695631,0.08436672,18.1897438786244,0.23015451,17.3647362390057,0.10091379,17.12318424448,0.10308973,17.2407253380552,0.075276084,17.2036652165622,0.20445824
"AT_2022wtn",60077.1493738088,17.3669895224762,0.066624805,17.6482382025562,0.10335162,17.8264129140372,0.10035237,17.3495819522435,0.08561687,17.7331772378306,0.09046045,16.2803300722693,0.084282614
"AT_2022wtn",60082.0569596081,17.4168925442579,0.07334147,17.7551479290128,0.115449324,17.7039821416071,0.09555725,17.483661893148,0.10058316,17.6795986781982,0.08587386,16.5086191811889,0.10574404
"AT_2022wtn",60087.0030738009,17.829424383868,0.077039525,17.8277182604501,0.10762522,17.2865115742332,0.100760065,17.1544920566176,0.091004364,17.2755593655349,0.08764745,16.9417442472556,0.109717086
"AT_2022wtn",60186.549807928,18.1383722939819,0.18664044,18.3043212841154,0.20179264,17.5376938472656,0.13918555,17.7492907078453,0.20743756,,,16.5730414547804,0.17946184
