"TDE_name","mjd","mag_w2_src","magerr_w2_src","mag_m2_src","magerr_m2_src","mag_w1_src","magerr_w1_src","mag_uu_src","magerr_uu_src","mag_bb_src","magerr_bb_src","mag_vv_src","magerr_vv_src"
"AT_2021gje",59351.0112180326,19.1020669429284,0.15804614,18.3494283629139,0.30148956,18.5603836224703,0.1304978,18.4353776216672,0.1547535,19.9380330167597,0.3613445,19.40990454728,0.6478318
"AT_2021gje",59353.7272491866,18.9997851563153,0.19433746,18.8209934306565,0.15370461,18.4639550126706,0.18705465,18.8733602134641,0.33139604,19.3164937670093,0,18.4333592694895,0
"AT_2021gje",59357.791045568,19.0452141308848,0.1982904,18.4949848196097,0.1415931,18.8105345338626,0.21624282,19.1690904894626,0.35943058,19.9279598376137,0.4753828,18.8625970554078,0.4594494
"AT_2021gje",59360.561132569,19.0770483936842,0.1306311,18.8786786314112,0.115466885,18.64185515854,0.1371063,19.0616952162209,0.2306929,19.9652318516609,0.3618812,19.0473126944973,0
"AT_2021gje",59367.3296700921,19.0637433702808,0.13281085,18.8575573838865,0.120577276,18.6150474620286,0.12217634,19.426373214787,0.27842703,20.3515359204904,0.4559592,20.0263009635862,0.8614082
"AT_2021gje",59453.4301830019,18.9448539349013,0.3479326,18.68729987198,0.46382555,18.8825120221753,0.4858307,18.4133105860019,0.37692282,,,,
"AT_2021gje",59456.5410595891,18.9503962708173,0.22277373,19.3279457963621,0.38423964,19.2161565391477,0.44653338,19.2618005449634,0.4335026,,,,
"AT_2021gje",59458.1419611979,18.8130284981814,0.19186394,18.9039683179259,0.315349,18.8547855094352,0.2881969,18.8983796030938,0.31062526,,,,
"AT_2021gje",59460.115620166,18.9201295549732,0.24339046,19.0599160758909,0.33768743,18.8705082811033,0.35114706,19.9496276093183,1.043685,,,,
"AT_2021gje",59461.9199354285,19.1361696926761,0.14884181,19.4973185213193,0.27326155,19.1576031546162,0.24001294,18.9146418461448,0.20089325,,,,
"AT_2021gje",59462.4458108264,19.002698985449,0.155022,18.8674742890058,0.1975258,19.0985028917652,0.24148747,19.5215344993528,0.35544616,,,,
"AT_2021gje",60406.0757928053,19.6383458055173,0,19.0370507804807,0,20.5701434326825,0.9365158,19.1627732556955,0,19.4945221019212,0,19.6568334276538,1.0136021
"AT_2021gje",60409.6895370317,20.420427445759,0.48458156,20.2524325562177,0.69554275,20.4919839469846,0.8503938,20.0306263841306,0.6124884,19.6119401628833,0,19.2641353679124,0.56213546
"AT_2021gje",60423.0516389012,19.9405250621263,0.51828897,20.2608611298261,0.879854,18.7340856162962,0,18.6225259477954,0,19.0866375840818,0,18.1285706800119,0
"AT_2021gje",60467.737338653,19.2063024217945,0,17.1381631462034,0,19.9560420227704,0.83229274,18.7910175395433,0,20.1228867810862,0.84137475,17.9521084703123,0
"AT_2021gje",60469.8989077296,19.3230960083661,0,19.4819984507981,0.66592014,19.9750977433835,0.919713,18.6933522788938,0,19.0423162157398,0,18.993332032551,0.64776546
"AT_2021gje",60592.1190732646,18.7531144792896,0,18.2995682634031,0,18.3490600657884,0,18.4721476746259,0,18.8845464032785,0,17.9696088401731,0
"AT_2021gje",60595.8556983968,19.624824302898,0,19.282671061865,0,20.187139518303,0.890541,18.9857827466623,0,19.3585917664228,0,19.2155118553098,0.64171576
