"TDE_name","mjd","mag_w2_src","magerr_w2_src","mag_m2_src","magerr_m2_src","mag_w1_src","magerr_w1_src","mag_uu_src","magerr_uu_src","mag_bb_src","magerr_bb_src","mag_vv_src","magerr_vv_src"
"AT_2022dsb",59643.0117618875,13.7748589800801,0.036677986,14.7248272825028,0.042184014,15.4145341317836,0.04785147,15.3508151659581,0.0627982,15.9583308937826,0.058879185,14.3455109335779,0.07910575
"AT_2022dsb",59649.7029154998,15.1742167225158,0.038329702,15.1772132769392,0.046037972,14.2752312488622,0.0502076,14.8333572494004,0.059366856,14.7441597327398,0.05621737,15.3301973672668,0.07671142
"AT_2022dsb",59656.1528188889,15.7946569328096,0.06992226,16.2007320000691,0.076891206,15.4585021901734,0.08693439,14.9103476131187,0.099547684,15.243236328547,0.093850665,15.3075985398191,0.09385047
"AT_2022dsb",59663.968993688,,,,,15.3137840924829,0.12931243,,,,,,
"AT_2022dsb",59668.0341257183,15.7228117145638,0.07191566,15.4903317669472,0.10283339,16.3710744804639,0.10488611,16.2694668138402,0.10363091,16.6487113904625,0.08598815,14.480565022937,0.09716661
"AT_2022dsb",59673.8081458053,16.5331802567893,0.13794242,,,16.0737551129726,0.11407925,15.3619170098554,0.12463609,15.3116711999237,0.097858205,,
"AT_2022dsb",59677.1806191921,15.7826810534738,0.11477906,,,15.7912511476947,0.11756201,16.3619334163886,0.10871604,15.9305832019389,0.077158995,,
"AT_2022dsb",59683.2061341285,17.0647246136233,0.16526929,16.794938140324,0.13807976,16.0274282564067,0.20526478,15.58246341659,0.19706619,15.8752199026754,0.115954794,15.8534535983627,0.14560543
"AT_2022dsb",59696.2102960444,16.773616332686,0.2379584,16.2613247116981,0.20686162,17.220420549046,0.20227808,16.1560197086027,0.12927142,,,,
"AT_2022dsb",59701.2547754572,16.2824354458925,0.1502506,17.1745866791304,0.37512654,17.0584278599408,0.17195044,16.2109887477572,0.12950365,,,,
"AT_2022dsb",59704.5167515856,17.7336036091509,0.20861585,16.8029115634836,0.15159875,16.1871603410284,0.13950704,15.7162517785886,0.112525515,,,,
"AT_2022dsb",59729.0521980505,16.7563519903858,0.34497958,17.0347001957338,0.26544717,16.7579030536409,0.25332066,16.5062358227094,0.20564944,,,,
"AT_2022dsb",59735.8096706512,17.4567131463535,0.20530234,18.1191276864323,0.3296801,16.7208155692166,0.24832651,15.8240051506886,0.11998891,,,,
"AT_2022dsb",59855.1581957898,16.9721837217969,0.18977703,17.6679421126415,0.23140915,16.7657001242899,0.15725753,,,,,,
"AT_2022dsb",59992.4989891796,17.5722895927858,0.42804453,17.375586871812,0,17.27764945432,0.22785378,,,,,,
"AT_2022dsb",60020.7020252407,16.9781541520933,0.17675567,17.9288119587062,0.36808637,16.5898883363412,0.17969412,,,,,,
"AT_2022dsb",60026.1933662729,17.1253749199343,0.24023373,18.1675485417338,0.57430613,16.9263406316881,0.1857104,,,,,,
"AT_2022dsb",60485.5480312829,18.0436355964318,0.3075728,18.5533708151878,0.98736256,16.4667852501595,0.33016267,15.6127411514096,0.19026273,16.0999303296801,0.13440742,15.7629774892946,0.1448954
"AT_2022dsb",60575.5909848461,17.8127985042822,0.18830186,18.4960603325375,0.46148825,16.7282842442485,0.28059354,16.4466062109118,0.16674583,15.4176875420046,0.089348905,15.8212961449799,0.09254993
