"TDE_name","mjd","mag_w2_src","magerr_w2_src","mag_m2_src","magerr_m2_src","mag_w1_src","magerr_w1_src","mag_uu_src","magerr_uu_src","mag_bb_src","magerr_bb_src","mag_vv_src","magerr_vv_src"
"AT_2022bdw",59639.3440662986,14.8652340196152,0.03027944,15.0795362875959,0.039686963,15.2179397083959,0.04092505,15.4227689072585,0.045283966,16.175836886489,0.045862656,15.9670147302978,0.064846
"AT_2022bdw",59642.2644727884,14.9450148310588,0.030705914,15.1577804924423,0.032943,15.1969014545859,0.038141288,15.477785909915,0.049725525,16.2391660301125,0.052565575,15.8755677017296,0.069551215
"AT_2022bdw",59649.8236187018,14.9854416024662,0.035119593,15.0397907434831,0.038896315,15.5298764694062,0.047166247,15.8813394476213,0.06053427,16.4915448485388,0.06135972,15.8397945481264,0.08880079
"AT_2022bdw",59654.4030078373,15.4528133621375,0.03399376,15.9185078803935,0.064749755,15.4229441885439,0.047244195,15.9534744035029,0.055754814,16.3777006226902,0.054172732,15.9970298371113,0.06904819
"AT_2022bdw",59660.3158276787,15.2097351470684,0.035806157,15.5041069193718,0.03748973,15.8704417750279,0.047692504,16.0848060626782,0.062163316,16.6111992124047,0.05874076,15.7296413850933,0.07508192
"AT_2022bdw",59662.0965885741,15.2298134512749,0.033750433,15.5243511284997,0.035680663,15.9167112406628,0.044397436,16.05199504383,0.05534641,16.5622503998858,0.05265627,15.829643342783,0.06974408
"AT_2022bdw",59666.4741698317,15.6137815835775,0.034935955,15.7436754107913,0.037176352,15.7297421791916,0.045828983,15.9850743702611,0.06000302,16.4603092805786,0.05270978,16.2118997790367,0.077792145
"AT_2022bdw",59670.4578231257,15.4728933423344,0.03902247,15.8024156560214,0.041934606,16.1376712572892,0.05413192,16.3173528210229,0.07050825,16.7595625246437,0.06449912,15.8710935536641,0.08179766
"AT_2022bdw",59677.0169247919,15.9091160449678,0.036381774,15.961239186763,0.06081688,16.0237533203505,0.04841517,16.2269817425749,0.06066363,16.4677863471982,0.053855896,16.174754303005,0.0871782
"AT_2022bdw",59682.7375708109,15.8935724961297,0.0476597,16.0825993992249,0.05030408,16.3451470110271,0.06402351,16.4114046819627,0.07566827,16.7623082410097,0.06731673,16.060895918272,0.089348584
"AT_2022bdw",59687.5665959676,16.1266657920475,0.046145514,16.3479843329588,0.074337676,16.2896554650733,0.0549611,16.2886775452117,0.073133945,16.6246256250072,0.06261857,16.0646027936981,0.13624544
"AT_2022bdw",59690.2170664949,16.1934106176711,0.05569253,16.3575741701702,0.05744318,16.1903879126044,0.07338193,16.2059358329807,0.09892743,16.5422460335937,0.08960292,16.1178409780213,0.105438836
"AT_2022bdw",59691.0848155764,16.1897529729103,0.05015927,16.1801683845552,0.05544032,16.4621972204686,0.05134289,16.5054583939836,0.060709517,16.6632230245973,0.04999743,15.850269974337,0.093513824
"AT_2022bdw",59697.1146745141,16.3351967755297,0.053045858,16.3616945907502,0.05245692,16.3254983534846,0.074107476,16.3502468386984,0.08683394,16.5590091578764,0.07715417,15.9843034308039,0.08209725
"AT_2022bdw",59702.4280312245,16.1282304663793,0.06137573,16.4545210101959,0.06531615,16.5486531165426,0.08204859,16.4285681154601,0.097655475,16.733405892639,0.085915335,15.9947254810276,0.11890501
"AT_2022bdw",59724.1802638882,16.3477578582875,0.041998915,16.3844071987104,0.057352975,16.6235986417357,0.05748952,16.4811115592055,0.059687715,,,,
"AT_2022bdw",59731.0858081157,16.628166546339,0.048485514,16.6952543540067,0.06452878,16.456771198502,0.062467307,16.3650111034856,0.06481349,,,,
"AT_2022bdw",59738.0435995007,16.4828268716479,0.059263404,16.5727270474621,0.07580352,16.6644032480646,0.07875419,16.579982749445,0.08549797,,,,
