"TDE_name","mjd_start","mjd_stop","inst","src_flux","src_flux_errinf","src_flux_errsup","src_flux_UL","src_flux_SNR","src_sign","temp_bb","temp_bb_errinf","temp_bb_errsup","flux_fit_bb","flux_fit_bb_errinf","flux_fit_bb_errsup","chi2_bb","AIC_bb","gamma_pl","gamma_pl_errinf","gamma_pl_errsup","flux_fit_pl","flux_fit_pl_errinf","flux_fit_pl_errsup","chi2_pl","AIC_pl","flux_fit","flux_fit_errinf","flux_fit_errsup","best_model"
"AT_2022cmc",59633.1085230035,59633.1085230035,"xrt",6.453e-12,3.165e-13,3.165e-13,7.385e-12,20.3864734299517,Inf,0.670958068408344,0.0495694735537738,0.0514445350380123,5.612234907454e-12,5.05325238754074e-13,4.96643698586748e-13,2.08915613908467,39.5156543644394,1.32318060032964,0.0938514680140621,0.0944765102449086,1.0231834721824e-11,1.25061709614776e-12,1.4113228246808e-12,0.761314747512322,16.9423507077095,1.0231834721824e-11,1.25061709614776e-12,1.4113228246808e-12,"PL"
"AT_2022cmc",59634.1051916653,59634.1051916653,"xrt",5.069e-12,2.51e-13,2.51e-13,5.805e-12,20.1960784313726,Inf,0.702931681327698,0.0507097891239079,0.0525848535007941,5.01575300444014e-12,4.64304360417468e-13,4.32967477884219e-13,1.45377534116942,28.7141807998802,1.24875020728764,0.0923632413657209,0.0923632413657209,9.0760125378998e-12,1.15997521838097e-12,1.28758548515528e-12,0.512472951114227,12.7120401689419,9.0760125378998e-12,1.15997521838097e-12,1.28758548515528e-12,"PL"
"AT_2022cmc",59635.9747798443,59635.9747798443,"xrt",2.484e-12,1.881e-13,1.881e-13,3.062e-12,13.2089552238806,Inf,0.614773038189516,0.0777013923564672,0.0857586088551561,1.75927054595143e-12,2.62028524838415e-13,2.87507311252251e-13,2.95355264063204,18.7677632031602,1.50580867503848,0.234823146932913,0.247252364532028,3.4773530888392e-12,8.16789065336092e-13,1.13636320207401e-12,1.23134482677646,10.1567241338823,3.4773530888392e-12,8.16789065336092e-13,1.13636320207401e-12,"PL"
"AT_2022cmc",59636.0404993605,59636.0404993605,"xrt",2.727e-12,1.921e-13,1.921e-13,3.311e-12,14.1958041958042,Inf,0.575535112701386,0.0734864352131996,0.0703316814284685,2.03674950460264e-12,2.75191057786517e-13,2.80534989209676e-13,2.1955050901759,19.3685356312313,1.61271752120698,0.146893868839009,0.150644166045442,3.65650703614894e-12,6.23191193047289e-13,7.05874961953132e-13,0.604278492263533,8.22994944584473,3.65650703614894e-12,6.23191193047289e-13,7.05874961953132e-13,"PL"
"AT_2022cmc",59637.0373010559,59637.0373010559,"xrt",2.965e-12,2.105e-13,2.105e-13,3.603e-12,14.0845070422535,Inf,0.557733038388548,0.0754960474488953,0.0807776717018115,2.20916587895857e-12,3.37718783438399e-13,3.32475486265943e-13,1.67170576135377,14.0302345681226,1.46114039696237,0.204698589692112,0.207198788275595,4.84164979007733e-12,1.01028397277034e-12,1.30899512138084e-12,0.237705655201444,5.42623393120867,4.84164979007733e-12,1.01028397277034e-12,1.30899512138084e-12,"PL"
"AT_2022cmc",59638.0241761799,59638.0241761799,"xrt",3.197e-12,2.191e-13,2.191e-13,3.861e-12,14.5945945945946,Inf,0.602113658610913,0.0797581332616908,0.0893970991295551,2.35877884338968e-12,3.43303755967849e-13,3.89448504160323e-13,1.8379483407194,16.8656383850358,1.2976846885462,0.170048593927334,0.171298681411055,5.21219763132545e-12,1.04364023635899e-12,1.49485700026631e-12,0.455603374372147,7.18922362060503,5.21219763132545e-12,1.04364023635899e-12,1.49485700026631e-12,"PL"
"AT_2022cmc",59639.0196658463,59639.0196658463,"xrt",2.834e-12,2.118e-13,2.118e-13,3.476e-12,13.3823529411765,Inf,0.642964450412698,0.0661432194752519,0.073501273902792,2.54881808136627e-12,3.34742570606945e-13,3.24962692985877e-13,1.16990142692538,11.0194085615523,1.34358760290943,0.158919083988031,0.161419263100785,4.63396955823197e-12,8.74663758269379e-13,1.31480549059913e-12,1.11262775670889,10.6757665402533,4.63396955823197e-12,8.74663758269379e-13,1.31480549059913e-12,"PL"
"AT_2022cmc",59643.2610715505,59643.2610715505,"xrt",1.304e-12,2.965e-13,2.965e-13,2.362e-12,4.39732142857143,Inf,,,,,,,,,,,,,,,,,,,,""
"AT_2022cmc",59645.07073565,59645.07073565,"xrt",1.281e-12,1.475e-13,1.475e-13,1.746e-12,8.68070953436807,Inf,,,,,,,,,1.99188386018621,0.422033729720678,0.496370913021752,1.84115012103615e-12,5.82893094729232e-13,9.27187908076204e-13,0.973770224569701,4.9737702245697,1.84115012103615e-12,5.82893094729232e-13,9.27187908076204e-13,"PL"
"AT_2022cmc",59648.304942266,59648.304942266,"xrt",6.478e-13,9.922e-14,9.922e-14,9.739e-13,6.52941176470588,Inf,,,,,,,,,,,,,,,,,,,,""
"AT_2022cmc",59651.4296059785,59651.4296059785,"xrt",6.554e-13,1.348e-13,1.348e-13,1.121e-12,4.86328125,Inf,,,,,,,,,,,,,,,,,,,,""
"AT_2022cmc",59654.6178675556,59654.6178675556,"xrt",3.075e-13,6.83e-14,6.83e-14,5.472e-13,4.50207468879668,Inf,,,,,,,,,,,,,,,,,,,,""
