1.147259100251133759e+03 1.293472334719814737e-14 1.600003097474247439e-15  
1.147842868750577964e+03 1.260023850665689671e-14 1.502359151018021425e-15  
1.148426635759933561e+03 1.367570014615968402e-14 1.483100374654537212e-15  
1.149010401279211692e+03 1.252607145476236292e-14 1.335403663158278489e-15  
1.149594165308424181e+03 1.499691145464936148e-14 1.380222082221634842e-15  
1.150177927847582168e+03 1.403735610958295812e-14 1.323948813096084958e-15  
1.150761688896697478e+03 1.399018484475036614e-14 1.223968008617502736e-15  
1.151345448455781025e+03 1.294589401770653708e-14 1.181120423464170326e-15  
1.151929206524844403e+03 1.422860174951287582e-14 1.152521203033076130e-15  
1.152512963103898983e+03 1.292332228372810449e-14 1.096520255000068503e-15  
1.153096718192956359e+03 1.418075709348721666e-14 1.095823252763596621e-15  
1.153680471792027674e+03 1.525835664414887383e-14 1.128754729082541344e-15  
1.154264223901124524e+03 1.398854244786564005e-14 1.027469493865187499e-15  
1.154847974520258504e+03 1.531621577070992057e-14 1.067938716381748240e-15  
1.155431723649440301e+03 1.341168082353346586e-14 9.768912507605019037e-16  
1.156015471288682193e+03 1.772189098486580405e-14 1.090092968996302873e-15  
1.156599217437995094e+03 1.454639157066374422e-14 9.752131726128727279e-16  
1.157182962097390373e+03 1.374087763738500792e-14 9.379484874940118184e-16  
1.157766705266879626e+03 1.671621723692024580e-14 1.009669308236875191e-15  
1.158350446946474449e+03 1.491875233647441817e-14 9.521414774373232817e-16  
1.158934187136185756e+03 1.684016695622375659e-14 1.005797944151449411e-15  
1.159517925836025370e+03 1.603063554567619314e-14 9.351072213515656747e-16  
1.160685398766134540e+03 1.416538937472518189e-14 8.698543441939361395e-16  
1.161269132996426833e+03 1.584004635628039753e-14 9.000563627194722860e-16  
1.161852865736893136e+03 1.429679467803042503e-14 8.607375168244012914e-16  
1.162436596987544817e+03 1.505657476138805989e-14 8.717979671705295384e-16  
1.163020326748392790e+03 1.313812814508590054e-14 7.925235713018483324e-16  
1.163604055019448879e+03 1.321673534368994138e-14 8.042739299835152070e-16  
1.164187781800724224e+03 1.436499099467976326e-14 8.029581701790740583e-16  
1.164771507092230422e+03 1.329928463363050373e-14 7.944981109810165133e-16  
1.165355230893979069e+03 1.479706927733775990e-14 8.007351851485643504e-16  
1.165938953205981079e+03 1.407790188270212697e-14 7.792967283139988054e-16  
1.166522674028248275e+03 1.369681837160062823e-14 7.819368241314720528e-16  
1.167106393360792026e+03 1.467232842926151359e-14 7.901912131420244130e-16  
1.167690111203623474e+03 1.537099847360653970e-14 7.930482552731131680e-16  
1.168273827556753986e+03 1.497041456999335246e-14 7.798585758558244235e-16  
1.168857542420195614e+03 1.513411554551150756e-14 7.785517098973294449e-16  
1.169441255793959044e+03 1.471964707782692783e-14 7.497101851037613150e-16  
1.170024967678055873e+03 1.346170828346419934e-14 7.248070458775704612e-16  
1.170608678072497469e+03 1.490845749803348941e-14 7.571722277317164806e-16  
1.171192386977295655e+03 1.318476577916172232e-14 7.010059494553166556e-16  
1.171776094392461573e+03 1.426178850038629931e-14 7.235358082424193666e-16  
1.172359800318006364e+03 1.492808325142137155e-14 7.375200575037918482e-16  
1.172943504753941625e+03 1.520577622691511588e-14 7.441257498220729162e-16  
1.173527207700278950e+03 1.506377962363740497e-14 7.220834643752334619e-16  
1.174110909157029482e+03 1.539760377847979728e-14 7.415983623261436942e-16  
1.174694609124204590e+03 1.467556240105413051e-14 7.089465656984705010e-16  
1.175278307601816095e+03 1.620125339224162686e-14 7.387164386022293441e-16  
1.175862004589874914e+03 1.394419688494508841e-14 6.809072869850706002e-16  
1.176445700088392641e+03 1.530943950713188617e-14 7.104365495922500186e-16  
1.177029394097380873e+03 1.507444885064102014e-14 7.080058297314261936e-16  
1.177613086616850524e+03 1.379963292480424972e-14 6.661805604058705210e-16  
1.178196777646813644e+03 1.472243042809160546e-14 6.867160801186629818e-16  
1.178780467187281147e+03 1.471406851883631101e-14 6.730929845301760524e-16  
1.179364155238264402e+03 1.638632331495311345e-14 7.206095211678925725e-16  
1.179947841799775233e+03 1.504909884859559344e-14 6.686582376557077562e-16  
1.180531526871824781e+03 1.572426203458841820e-14 6.857942965138134894e-16  
1.181115210454424414e+03 1.447655201009673265e-14 6.445397685760296050e-16  
1.181698892547585729e+03 1.489592310448002027e-14 6.712998157808386986e-16  
1.182282573151319639e+03 1.483697299948290999e-14 6.423591351928826122e-16  
1.182866252265638195e+03 1.431460947497707747e-14 6.440132846597518539e-16  
1.183449929890552539e+03 1.430851253182274102e-14 6.260165873876765482e-16  
1.185200953828983529e+03 1.521321317619200864e-14 6.425179538704927935e-16  
1.185784625496394938e+03 1.505332215487060338e-14 6.166905428801698879e-16  
1.186368295674458750e+03 1.395165670411155703e-14 6.119453584305328906e-16  
1.186951964363187244e+03 1.419341176571919591e-14 5.984537647071071914e-16  
1.187535631562590879e+03 1.534926699631178337e-14 6.348362120718435437e-16  
1.188119297272681479e+03 1.469278766306949396e-14 6.032829642371999746e-16  
1.189870285467189433e+03 1.372216159738247690e-14 5.786955036025389579e-16  
1.190453945220141804e+03 1.280315795466587317e-14 5.498402145235779456e-16  
1.191037603483838438e+03 1.184476812693489173e-14 5.380692623533809508e-16  
1.191621260258290022e+03 1.254401161258520900e-14 5.403144819987560840e-16  
1.192204915543508832e+03 1.204223861199418127e-14 5.344725487011023780e-16  
1.192788569339505557e+03 1.362376177989994483e-14 5.569444386708773728e-16  
1.193372221646291791e+03 1.366134547880256539e-14 5.628460877913125070e-16  
1.193955872463879132e+03 1.423687895547344484e-14 5.644555033306548810e-16  
1.194539521792278947e+03 1.342174442197979420e-14 5.534886501251982342e-16  
1.195123169631502151e+03 1.459199582454391575e-14 5.647803934054861086e-16  
1.195706815981560794e+03 1.554829941012580985e-14 5.835298912094336737e-16  
1.196290460842465791e+03 1.667450594646565504e-14 5.937582905035621809e-16  
1.196874104214228737e+03 1.612514917599672248e-14 5.946970677069159626e-16  
1.197457746096861229e+03 1.763168367004911558e-14 6.002337515062029002e-16  
1.198041386490374407e+03 1.681671091984839050e-14 5.985496382488245375e-16  
1.198625025394779868e+03 1.560092726120461404e-14 5.724009900132554386e-16  
1.200375933173462499e+03 1.173799962393348717e-14 4.822951603315598669e-16  
1.200959566121550324e+03 1.155581300137445422e-14 4.721511996343607728e-16  
1.201543197580587503e+03 1.255483499958522445e-14 4.921015783992781223e-16  
1.202126827550585176e+03 1.501400457952495326e-14 5.468707817083003856e-16  
1.202710456031554486e+03 1.606973797465324066e-14 5.456570893740033800e-16  
1.203294083023507028e+03 1.595911547174182904e-14 5.563280104435130557e-16  
1.203877708526454626e+03 1.651008160481054476e-14 5.482438750553588099e-16  
1.204461332540408421e+03 1.563566408237151290e-14 5.369606550441026818e-16  
1.205628576101379622e+03 1.366443037279646555e-14 4.893901729955579035e-16  
1.206212195648419765e+03 1.379747553188759301e-14 5.042976881694375725e-16  
1.206795813706512035e+03 1.276211666727256056e-14 4.782731832002004319e-16  
1.207379430275667119e+03 1.122212013663888633e-14 4.411173947546209034e-16  
1.207963045355897066e+03 1.312895901343187274e-14 4.834733831611905987e-16  
1.208546658947212563e+03 1.435795215088808002e-14 4.941491746701469866e-16  
1.209130271049625208e+03 1.530911932867782405e-14 5.130089455759152210e-16  
1.209713881663146822e+03 1.380239171111345697e-14 4.876992305350423031e-16  
1.210297490787788320e+03 1.388930322073237897e-14 4.906443640926455053e-16  
1.210881098423561525e+03 1.263033782243757827e-14 4.610465447562976920e-16  
1.211464704570477352e+03 1.144950443726340875e-14 4.446638687652154556e-16  
1.212048309228547851e+03 1.011039955776298419e-14 4.326445506530157388e-16  
1.212631912397783708e+03 7.113658823782419149e-15 3.947792927047719287e-16  
1.213215514078196520e+03 4.717823591374788877e-15 3.813903752564212117e-16  
1.213799114269798110e+03 5.875505025001656612e-15 4.441256852063537545e-16  
1.214382712972599165e+03 4.171810059948669047e-15 4.389568519341915985e-16  
1.214966310186611736e+03 2.855538435849141847e-15 4.234608341504274027e-16  
1.215549905911846736e+03 1.446654664516552804e-15 3.974686487820839340e-16  
1.216133500148315761e+03 1.384191913887178934e-15 3.824933180328647176e-16  
1.216717092896030408e+03 1.627444000349971380e-15 3.860361921534334389e-16  
1.217300684155001591e+03 3.885749245968999482e-15 3.919472115758475738e-16  
1.217884273925241359e+03 5.577422695918080389e-15 3.916034220783807347e-16  
1.218467862206760401e+03 5.111145458014691376e-15 3.380253323816552295e-16  
