WAVE,FLUX,ERR,SKYBACK
3664.0447,6.2520276E-17,5.7969504E-18,2.0360839E-17
3669.57,5.5154385E-17,5.6392505E-18,2.382329E-17
3675.0952,7.1101785E-17,5.713864E-18,2.0608312E-17
3680.6206,8.05219E-17,5.669075E-18,1.33677036E-17
3686.1458,6.2364455E-17,5.580602E-18,4.177691E-17
3691.671,6.2040194E-17,5.6085985E-18,5.507921E-17
3697.1963,3.6960438E-17,5.3448635E-18,7.1259194E-17
3702.7214,6.014681E-17,5.3143467E-18,4.1518633E-17
3708.2468,5.9639054E-17,5.2241456E-18,4.1188906E-17
3713.772,4.849642E-17,5.0244406E-18,4.5882438E-17
3719.2974,5.303085E-17,5.1172685E-18,5.6763496E-17
3724.8225,6.92378E-17,5.2952682E-18,6.586103E-17
3730.3477,5.2659393E-17,5.1722334E-18,8.391489E-17
3735.873,6.109011E-17,5.1148705E-18,7.299783E-17
3741.3982,5.807659E-17,4.9230473E-18,6.1492766E-17
3746.9236,5.1499077E-17,4.7187353E-18,5.136714E-17
3752.4487,4.9028798E-17,4.6111402E-18,4.9343143E-17
3757.9739,4.3700693E-17,4.4826435E-18,4.9560004E-17
3763.4993,6.33356E-17,4.5616327E-18,3.7167412E-17
3769.0244,5.054761E-17,4.4210368E-18,4.617058E-17
3774.5498,4.0808006E-17,4.334623E-18,5.4797744E-17
3780.075,4.1564257E-17,4.2421937E-18,4.8480437E-17
3785.6,5.489589E-17,4.246215E-18,3.6338845E-17
3791.1255,4.201104E-17,4.133247E-18,4.7284357E-17
3796.6506,4.5918298E-17,4.0731684E-18,4.0029454E-17
3802.176,5.124369E-17,4.1281586E-18,4.480398E-17
3807.7012,4.343815E-17,4.020857E-18,4.7184526E-17
3813.2263,4.526759E-17,4.016911E-18,4.9352216E-17
3818.7517,4.9543903E-17,4.0820544E-18,5.756825E-17
3824.2769,5.3766277E-17,4.1718813E-18,6.8819845E-17
3829.8022,4.3680424E-17,4.048896E-18,7.394307E-17
3835.3274,3.5334406E-17,3.910655E-18,7.0867395E-17
3840.8525,5.728551E-17,3.924601E-18,4.6904678E-17
3846.378,6.609612E-17,3.9497754E-18,4.0799562E-17
3851.903,4.4021755E-17,3.728346E-18,4.829528E-17
3857.4285,3.96603E-17,3.6049623E-18,4.1028258E-17
3862.9536,5.177232E-17,3.6168625E-18,2.9370927E-17
3868.4788,5.4227496E-17,3.6420026E-18,3.406698E-17
3874.0042,5.0570418E-17,3.5190497E-18,2.7531011E-17
3879.5293,5.552579E-17,3.492536E-18,1.9026921E-17
3885.0547,4.9906678E-17,3.423797E-18,2.245031E-17
3890.5798,4.8189015E-17,3.463872E-18,3.4754844E-17
3896.1052,4.245997E-17,3.5168746E-18,5.324288E-17
3901.6304,4.9254476E-17,3.591285E-18,5.6327625E-17
3907.1555,4.350002E-17,3.4800746E-18,5.3513077E-17
3912.681,4.0592486E-17,3.4290733E-18,5.358255E-17
3918.206,4.736817E-17,3.4252432E-18,4.1331687E-17
3923.7314,5.2490896E-17,3.3166998E-18,2.6869129E-17
3929.2566,4.55102E-17,3.2770973E-18,3.3879128E-17
3934.7817,3.8011275E-17,3.2468793E-18,4.398319E-17
3940.3071,4.8183535E-17,3.3604243E-18,4.7021105E-17
3945.8323,4.4900882E-17,3.3647615E-18,5.5339213E-17
3951.3577,4.7385693E-17,3.3258918E-18,4.8604253E-17
3956.8828,4.22425E-17,3.1540908E-18,3.5505808E-17
3962.408,5.2519954E-17,3.1737338E-18,2.5228258E-17
3967.9333,4.619238E-17,3.0868559E-18,2.5422504E-17
3973.4585,4.7065435E-17,3.1780436E-18,3.8864194E-17
3978.984,4.5663563E-17,3.1737344E-18,4.242716E-17
3984.509,5.053279E-17,3.187319E-18,4.0071375E-17
3990.0342,5.955055E-17,3.252237E-18,3.7678464E-17
3995.5596,5.2198425E-17,3.2155046E-18,4.5629208E-17
4001.0847,5.000658E-17,3.217469E-18,5.141965E-17
4006.61,5.4221067E-17,3.2561127E-18,5.2527726E-17
4012.1353,4.626613E-17,3.21483E-18,6.037641E-17
