WAVE,FLUX,ERR,SKYBACK
3638.404,9.9020726E-17,8.343687E-18,2.1030409E-16
3643.928,8.354082E-17,8.025329E-18,2.0299143E-16
3649.4517,7.6558934E-17,7.622321E-18,1.7338874E-16
3654.9756,9.0883816E-17,7.650322E-18,1.6977334E-16
3660.4993,9.3262715E-17,7.528822E-18,1.6503675E-16
3666.0232,7.697012E-17,7.372853E-18,1.8523987E-16
3671.5469,7.6141995E-17,7.3872556E-18,2.0190667E-16
3677.0708,8.184689E-17,7.3034415E-18,1.9584351E-16
3682.5945,8.668221E-17,7.230273E-18,1.902252E-16
3688.1184,8.30334E-17,7.102612E-18,1.8951657E-16
3693.642,8.965012E-17,6.983933E-18,1.7507316E-16
3699.166,8.5408556E-17,6.8543015E-18,1.7435715E-16
3704.69,8.2882564E-17,6.714638E-18,1.691794E-16
3710.2136,8.46234E-17,6.7705374E-18,1.8758945E-16
3715.7375,9.134264E-17,6.7962458E-18,1.9201357E-16
3721.2612,7.949723E-17,6.5057863E-18,1.7583364E-16
3726.7852,8.7005034E-17,6.4752856E-18,1.7014727E-16
3732.3088,7.6777535E-17,6.290226E-18,1.6833268E-16
3737.8328,7.6637066E-17,6.2588745E-18,1.7336462E-16
3743.3564,8.49026E-17,6.2225605E-18,1.6491945E-16
3748.8804,8.1457934E-17,6.226177E-18,1.8042318E-16
3754.404,7.901667E-17,6.162139E-18,1.8344649E-16
3759.928,8.760863E-17,6.191437E-18,1.8387771E-16
3765.4517,7.7822634E-17,5.9645335E-18,1.7300161E-16
3770.9756,9.025533E-17,5.997017E-18,1.6605333E-16
3776.4993,8.2022866E-17,5.827797E-18,1.6242524E-16
3782.0232,8.786144E-17,5.8452044E-18,1.6395932E-16
3787.5469,7.0302325E-17,5.6308906E-18,1.6439366E-16
3793.0708,7.16741E-17,5.5859002E-18,1.6167798E-16
3798.5945,6.934941E-17,5.49072E-18,1.5643612E-16
3804.1184,7.386493E-17,5.4115913E-18,1.4372949E-16
3809.642,8.3471126E-17,5.4175454E-18,1.3588481E-16
3815.166,8.788506E-17,5.381932E-18,1.313367E-16
3820.6897,8.1990003E-17,5.369894E-18,1.4446089E-16
3826.2136,8.1191006E-17,5.360339E-18,1.4912325E-16
3831.7373,8.7965516E-17,5.3679166E-18,1.4603805E-16
3837.2612,8.032067E-17,5.260143E-18,1.4787419E-16
3842.785,8.137919E-17,5.160084E-18,1.3444818E-16
3848.3088,8.577298E-17,5.1674742E-18,1.3451225E-16
3853.8325,8.533548E-17,5.080065E-18,1.2600093E-16
3859.3564,7.7174376E-17,4.9831304E-18,1.2907129E-16
3864.8801,8.128248E-17,4.9898963E-18,1.2901067E-16
3870.404,8.092051E-17,4.9924374E-18,1.3507796E-16
3875.9277,8.4738586E-17,5.07328E-18,1.4701411E-16
3881.4517,8.229597E-17,5.0862765E-18,1.571502E-16
3886.9753,6.973741E-17,5.0511325E-18,1.7543758E-16
3892.4993,7.2499945E-17,5.037966E-18,1.7367958E-16
3898.023,8.1699074E-17,5.0190565E-18,1.6043826E-16
3903.5469,7.5900346E-17,4.818497E-18,1.4023819E-16
3909.0706,7.304495E-17,4.6055535E-18,1.1430986E-16
3914.5945,7.1198764E-17,4.502814E-18,1.0494424E-16
3920.1182,8.185012E-17,4.6673703E-18,1.1760559E-16
3925.642,6.990003E-17,4.683915E-18,1.429422E-16
3931.1658,6.993493E-17,4.8029167E-18,1.6708278E-16
3936.6897,7.993282E-17,4.8017735E-18,1.5370979E-16
3942.2134,8.0130296E-17,4.622856E-18,1.2803755E-16
3947.7373,7.831029E-17,4.47724E-18,1.10517186E-16
3953.261,7.797703E-17,4.476643E-18,1.1331715E-16
3958.785,8.515983E-17,4.6563593E-18,1.3533016E-16
3964.3086,7.751787E-17,4.7357418E-18,1.6390199E-16
3969.8325,9.023577E-17,4.8819476E-18,1.7314903E-16
3975.3562,7.60899E-17,4.8112063E-18,1.8655501E-16
3980.8801,8.1549765E-17,4.8556883E-18,1.8932831E-16
3986.404,8.253931E-17,4.8947664E-18,1.9771014E-16
3991.9277,7.186529E-17,4.817576E-18,2.0334602E-16
3997.4517,7.5706786E-17,4.8635825E-18,2.0961245E-16
4002.9753,7.4892205E-17,4.8438034E-18,2.095136E-16
4008.4993,7.271073E-17,4.746418E-18,1.9885818E-16
4014.023,7.303748E-17,4.820993E-18,2.152711E-16
4019.5469,5.734324E-17,4.7588304E-18,2.3301802E-16
4025.0706,5.145113E-17,4.6698035E-18,2.2898048E-16
4030.5945,7.393625E-17,4.745765E-18,2.0858642E-16
4036.1182,8.6284315E-17,4.765883E-18,1.9697087E-16
4041.642,7.8963846E-17,4.712025E-18,2.0099521E-16
4047.1658,8.8191714E-17,4.7395377E-18,1.9537471E-16
4052.6897,9.669877E-17,4.803302E-18,1.961098E-16
4058.2134,8.740155E-17,4.7346143E-18,1.9975271E-16
4063.7373,7.1908233E-17,4.5899016E-18,2.000305E-16
4069.261,7.873462E-17,4.639482E-18,2.0059989E-16
4074.785,8.126331E-17,4.623662E-18,1.9698408E-16
4080.3086,7.302247E-17,4.4910634E-18,1.8698784E-16
4085.8325,7.433619E-17,4.4592657E-18,1.8122693E-16
4091.3562,8.14997E-17,4.5038607E-18,1.8034912E-16
4096.88,7.663422E-17,4.520024E-18,1.9363446E-16
4102.404,8.408497E-17,4.618191E-18,2.0403048E-16
4107.9277,7.8607265E-17,4.5311994E-18,1.9917179E-16
4113.4517,7.925388E-17,4.5234554E-18,1.9776783E-16
4118.975,7.6398104E-17,4.478475E-18,1.9590677E-16
4124.499,7.369385E-17,4.448167E-18,1.9710683E-16
4130.023,7.849885E-17,4.4689545E-18,1.9473295E-16
4135.547,8.408408E-17,4.4581205E-18,1.8583994E-16
4141.0703,6.897085E-17,4.4462004E-18,2.0893441E-16
4146.594,7.550857E-17,4.471156E-18,2.0537874E-16
4152.118,7.427818E-17,4.477236E-18,2.105385E-16
4157.642,7.4759E-17,4.4391607E-18,2.044904E-16
4163.1655,6.988988E-17,4.3472643E-18,1.961953E-16
4168.6895,6.9490014E-17,4.299905E-18,1.8961727E-16
4174.2134,6.4885927E-17,4.250507E-18,1.8971079E-16
4179.7373,6.521295E-17,4.223821E-18,1.8600491E-16
4185.2607,7.9688105E-17,4.282205E-18,1.7586062E-16
4190.7847,8.1286476E-17,4.3271327E-18,1.8354435E-16
4196.3086,8.005421E-17,4.3059226E-18,1.8344756E-16
4201.8325,8.3393795E-17,4.3117095E-18,1.8050874E-16
4207.356,8.609593E-17,4.263256E-18,1.6887979E-16
4212.88,8.1646346E-17,4.231212E-18,1.7150016E-16
4218.404,7.486224E-17,4.1381265E-18,1.6549307E-16
4223.9277,7.1658154E-17,4.1543496E-18,1.752891E-16
4229.451,7.125065E-17,4.1470936E-18,1.7600512E-16
4234.975,7.982606E-17,4.2291404E-18,1.7888333E-16
4240.499,8.00283E-17,4.186082E-18,1.7218159E-16
4246.023,7.9596824E-17,4.2247878E-18,1.814586E-16
4251.5464,8.01666E-17,4.190571E-18,1.7581401E-16
4257.0703,8.4195896E-17,4.1803E-18,1.6872106E-16
4262.594,8.130779E-17,4.1406643E-18,1.6645623E-16
4268.118,6.9944136E-17,4.054669E-18,1.686433E-16
4273.642,6.3595306E-17,3.9538526E-18,1.6153683E-16
4279.1655,6.360542E-17,3.9168144E-18,1.5541034E-16
4284.6895,6.537344E-17,3.8587694E-18,1.4387573E-16
4290.2134,7.608691E-17,3.9303135E-18,1.4064183E-16
4295.7373,8.585367E-17,4.025491E-18,1.444318E-16
4301.2607,7.91524E-17,4.0675763E-18,1.6316892E-16
4306.7847,7.039293E-17,4.047871E-18,1.7388174E-16
4312.3086,6.700929E-17,3.9968027E-18,1.7095622E-16
4317.8325,6.7918516E-17,3.9545685E-18,1.625895E-16
4323.356,6.6593274E-17,3.946623E-18,1.6451243E-16
4328.88,7.8312464E-17,4.0649446E-18,1.6871602E-16
4334.404,8.028575E-17,4.0747728E-18,1.6989772E-16
4339.9277,8.9422135E-17,4.1590364E-18,1.7241075E-16
