WAVE,FLUX,ERR,SKYBACK
3648.7402,1.1425891E-16,7.375771E-18,7.885299E-17
3654.2622,1.08759983E-16,7.2112506E-18,7.564764E-17
3659.7842,1.08481554E-16,6.98008E-18,6.086008E-17
3665.3062,9.591221E-17,6.7403995E-18,6.067283E-17
3670.8284,1.211334E-16,6.692431E-18,3.8554584E-17
3676.3503,1.182829E-16,6.5907154E-18,3.9383598E-17
3681.8723,1.1421184E-16,6.54898E-18,5.1418963E-17
3687.3943,1.1676354E-16,6.5672896E-18,6.3108904E-17
3692.9163,1.1225931E-16,6.6310582E-18,8.8885156E-17
3698.4382,1.1145267E-16,6.559879E-18,9.577847E-17
3703.9602,1.0461304E-16,6.2933303E-18,7.817937E-17
3709.4822,1.0868054E-16,6.156127E-18,6.622088E-17
3715.0044,1.0575913E-16,6.0389735E-18,6.647675E-17
3720.5264,1.1592985E-16,6.207101E-18,8.4592644E-17
3726.0483,1.1814908E-16,6.2332505E-18,9.5828503E-17
3731.5703,9.9736965E-17,6.1082503E-18,1.1271691E-16
3737.0923,1.05127966E-16,6.054834E-18,1.0855545E-16
3742.6143,1.0086177E-16,5.880756E-18,9.865528E-17
3748.1362,1.0001956E-16,5.6799767E-18,8.07508E-17
3753.6584,1.0704406E-16,5.5715693E-18,6.525948E-17
3759.1804,1.0664871E-16,5.480544E-18,6.098918E-17
3764.7024,9.892166E-17,5.4364237E-18,7.3333035E-17
3770.2244,9.9040075E-17,5.386106E-18,7.360596E-17
3775.7463,9.48917E-17,5.216767E-18,6.363529E-17
3781.2683,1.05364976E-16,5.2751285E-18,6.5833915E-17
3786.7903,1.0906664E-16,5.2518657E-18,6.4823855E-17
3792.3123,1.01263014E-16,5.109973E-18,6.1656594E-17
3797.8345,1.116102E-16,5.11548E-18,5.4674706E-17
3803.3564,1.02400506E-16,5.0698268E-18,6.7771755E-17
3808.8784,1.01740085E-16,5.030106E-18,6.948127E-17
3814.4004,1.0808708E-16,5.0357825E-18,6.734719E-17
3819.9224,1.06473206E-16,5.111637E-18,8.646997E-17
3825.4443,1.0551488E-16,5.0993476E-18,9.2355887E-17
3830.9663,1.1218287E-16,5.1014077E-18,9.034324E-17
3836.4883,9.652178E-17,4.924178E-18,9.104137E-17
3842.0105,9.799819E-17,4.8042054E-18,7.684475E-17
3847.5325,9.861751E-17,4.7253354E-18,6.9516556E-17
3853.0544,1.1040177E-16,4.707448E-18,5.570442E-17
3858.5764,1.1529021E-16,4.6909938E-18,5.125118E-17
3864.0984,1.1125015E-16,4.591109E-18,4.7263168E-17
3869.6204,1.1176634E-16,4.5443984E-18,4.5798006E-17
